date|text|time
30 Nov 2014|DoT seeks view on fee for Airtel merger with 4G subsidiary|4.28 pm
28 Nov 2014|Foreign telcos may not benefit much from payment bank rules|9.52 pm
28 Nov 2014|Voda, Airtel fined most for tariff and MNP rules violations|8.32 pm
28 Nov 2014|Here are top 10 stocks to focus on November 28|8.45 am
27 Nov 2014|Airtel launches 4G service in Seychelles|3.11 pm
26 Nov 2014|Idea lets rivals Airtel, Voda use its airwaves up to Jan 15|7.15 pm
25 Nov 2014|RCom, Tata Tele top net losers of subscribers under MNP|7.09 pm
24 Nov 2014|ATC to buy over 4,800 Airtel phone masts in Nigeria|6.20 pm
21 Nov 2014|Bharti Airtel may test Rs 425-430, says Vishal Kshatriya|1.26 pm
20 Nov 2014|Super Six: Top chart picks for November 20|7.58 am
19 Nov 2014|Go long in Bharti Airtel: Ashish Chaturmohta|1.39 pm
18 Nov 2014|Autos, banks, telecom: Experts decode Q2FY15 performance|3.58 pm
17 Nov 2014|Buy Bank fo Baroda, Bharti Airtel, Zee Ent: Sukhani|2.51 pm
14 Nov 2014|Buy Bharti Airtel on dips: Siddarth Bhamre|5.06 pm
14 Nov 2014|Buy Bharti Airtel, says Sahil Kapoor|3.28 pm
14 Nov 2014|Check out: Top chart picks for November 14|8.23 am
11 Nov 2014|Sell Bharti Airtel, says Rahul Mohindar|5.13 pm
11 Nov 2014|Data tariffs may fall 20% with Reliance Jio's entry: Fitch|1.43 pm
07 Nov 2014|TRAI sets Nov 29 as deadline for porting out Loop customers|9.32 pm
07 Nov 2014|Hold Bharti Airtel; target of Rs 400: Religare Capital|3.04 pm
07 Nov 2014|Hold Bharti Airtel; target of Rs 450: Sharekhan|3.04 pm
06 Nov 2014|Telecom industry needs more spectrum: Mittal|1.43 pm
05 Nov 2014|Buy Bharti Airtel; target of Rs 465: Motilal Oswal|3.41 pm
05 Nov 2014|Bharti Airtel calls off Rs 700 cr deal to buy Loop Mobile|2.33 pm
03 Nov 2014|Buy Bharti Airtel, advises Rahul Shah|2.29 pm
31 Oct 2014|Leading telcos seek to defer spectrum auction|3.49 pm
31 Oct 2014|Prefer Bharti Airtel over Idea Cellular: Harendra Kumar|1.45 pm
31 Oct 2014|Prefer Idea Cellular over Bharti Airtel: Sanjeev Prasad|10.46 am
31 Oct 2014|Suresh Mahadevan positive on Bharti Airtel|9.25 am
31 Oct 2014|Bharti's Africa biz to show better result in FY16: UBS|9.00 am
31 Oct 2014|Super Six short term picks for October 31|8.28 am
30 Oct 2014|'Bharti Airtel Q2 in line; stock may see some uptick'|5.30 pm
30 Oct 2014|Bharti Airtel Q2 profit rises 25%, topline meets estimates|4.47 pm
30 Oct 2014|Bharti Airtel Q2 PAT seen up 18% at Rs 1309.1 cr: MOST|8.36 am
30 Oct 2014|Bharti Airtel Q2 net seen up 17% at Rs 1296 cr: ICICIdirect|8.33 am
30 Oct 2014|Bharti Airtel Q2 profit seen up 23% to Rs 1,365 cr: Poll|7.04 am
28 Oct 2014|Super Six stocks you can bet on October 28|8.32 am
27 Oct 2014|Bharti Infratel Q2 profit may jump 5% to Rs 486 cr: Poll|10.36 am
23 Oct 2014|Dipan Mehta bullish on NBFC sector|7.57 pm
17 Oct 2014|2G to 4G: Will Indian telecom revolution give 3G a miss?|2.30 pm
16 Oct 2014|Bharti Airtel's Q2 results on October 30, 2014|10.11 am
10 Oct 2014|3G roaming pact to cause revenue loss to govt: DoT tells SC|12.39 pm
09 Oct 2014|Buy Bharti Airtel, says Krish Subramanyam|1.29 pm
06 Oct 2014|Airtel, Vodafone, Idea hike mobile Internet rates upto 100%|10.19 am
02 Oct 2014|Bharti Airtel: Updates on outcome of AGM|11.16 am
30 Sep 2014|Super Six short term picks for September 30|8.19 am
25 Sep 2014|Sudarshan Sukhani positive on Bharti Airtel|11.40 am
24 Sep 2014|Super Six short term picks for September 24|8.21 am
22 Sep 2014|Reliance Jio signs tower sharing deal with Indus Towers|7.16 pm
18 Sep 2014|Airtel may have to pay Rs 436cr for merging Qualcomm 4G arm|7.12 pm
17 Sep 2014|Prefer Idea Cellular, says Devang Mehta|5.12 pm
17 Sep 2014|Hold Bharti Airtel, says Kunal Saraogi|5.11 pm
13 Sep 2014|Buy Voltas, Petronet LNG, Bharti Airtel: CK Narayan|12.26 pm
10 Sep 2014|Buy Bhati Airtel, IRB Infra; short RComm: Chaturmohta|2.13 pm
08 Sep 2014|Buy Bharti Airtel, says Rahul Shah|2.11 pm
08 Sep 2014|Buy Bharti Airtel on dips: Hemant Thukral|12.13 pm
08 Sep 2014|Bharti Airtel divests African telecom tower assets to Eaton|11.12 am
08 Sep 2014|Airtel divests African telecoms tower assets to Eaton Towers|10.41 am
05 Sep 2014|Go long in Bharti Airtel, advises Chandan Taparia|10.47 am
04 Sep 2014|Tata Comm CFO Sanjay Baweja to resign|9.43 pm
04 Sep 2014|See Rs165/sh as attractive entry point for Idea: IIFL|1.25 pm
04 Sep 2014|Bharti Airtel may touch Rs 435-440: Ambareesh Baliga|11.13 am
03 Sep 2014|Go long in Bharti Airtel, says Ashish Chaturmohta|2.12 pm
03 Sep 2014|Prefer Bharti Airtel, says Vikas Khemani|1.30 pm
03 Sep 2014|Enter Bharti Airtel on consolidation: Sudarshan Sukhani|11.00 am
02 Sep 2014|Airtel launches cross operator music app Wynk|6.43 pm
02 Sep 2014|Bharti Airtel: Change in Directorate|5.29 pm
02 Sep 2014|Bharti Airtel: Outcome of AGM (Clause 35A)|4.33 pm
02 Sep 2014|Super Six stocks likely to see lot of action today|8.29 am
01 Sep 2014|One-time spectrum fee: DoT may seek transfer of pleas to SC|7.59 pm
01 Sep 2014|Airtel Networks Kenya signs agreement with Essar Telecommunications Kenya|11.51 am
28 Aug 2014|Bharti Airtel's AGM on September 01, 2014|12.24 pm
26 Aug 2014|Reliance Jio, BSNL sign tower sharing deal|7.19 pm
22 Aug 2014|Prefer Bharti Airtel, says Akshata Deshmukh|4.46 pm
20 Aug 2014|Bharti Airtel may touch Rs 442: Mithil Pradhan|1.43 pm
20 Aug 2014|Buy Bharti Airtel, says Sudarshan Sukhani|10.57 am
19 Aug 2014|Airtel in talks with ATC, Eaton for sale of Africa towers|7.03 pm
19 Aug 2014|Expect 25-30% return in Bharti Airtel: Mehraboon Irani|11.56 am
18 Aug 2014|How did first quarter earnings look? 'Good but not great'|4.55 pm
18 Aug 2014|Sell Bharti Airtel 400 Strike: Amit Trivedi|11.28 am
13 Aug 2014|Airtel may have to surrender excess spectrum in Mumbai|8.02 pm
13 Aug 2014|Idea vs Airtel: Why the force is back with latter|7.07 pm
13 Aug 2014|Buy Bharti Airtel, advises Sahil Kapoor|2.44 pm
13 Aug 2014|Bharti Airtel declares interim dividend|12.42 pm
13 Aug 2014|Sell Bharti Airtel, says Gopi Suvanam|11.25 am
12 Aug 2014|How Africa foray made Airtel a sell for two stock veterans|10.42 am
11 Aug 2014|Bhavin Desai advises bull spread strategy in Bharti Airtel|2.37 pm
11 Aug 2014|To see Africa biz improve by FY15: Bharti's Akhil Gupta|11.58 am
11 Aug 2014|Super Six stocks you can bet on August 11|8.28 am
08 Aug 2014|Short Bharti Airtel, says Gopi Suvanam|5.10 pm
08 Aug 2014|Bharti Airtel announces successful completion of OFS|10.38 am
08 Aug 2014|Bharti Airtel: Updates on proposed sale of shares of Bharti Infratel|9.33 am
07 Aug 2014|Bharti Airtel's declar interim dividend|10.22 pm
07 Aug 2014|Buy Bharti Airtel, Hero Motocorp, Shriram Trans: Sukhani|2.46 pm
07 Aug 2014|Bharti Airtel: Intimation of floor price for OFS |9.27 am
07 Aug 2014|Bharti Airtel: Notice of OFS of equity shares of Bharti Infratel|9.27 am
07 Aug 2014|Bharti Airtel to sell shares in unit Bharti Infratel on Thu|8.34 am
05 Aug 2014|Hold Bharti Airtel; target of Rs 400: Sharekhan|12.59 pm
04 Aug 2014|Buy Bharti Airtel; target of Rs 480: ICICIdirect|7.17 pm
03 Aug 2014|Telcos' gross revenue up by 12% to Rs 60,716 cr in Q1|8.28 pm
03 Aug 2014|Top 7 telcos owe over Rs 2,100-cr penalty to DoT: CAG|7.27 pm
30 Jul 2014|Buy Bharti Airtel; target of Rs 465: Motilal Oswal|5.58 pm
30 Jul 2014|Bharti Airtel, Idea Cellular should outperform: Deewan|4.52 pm
30 Jul 2014|Bharti Airtel may test Rs 410, says Mayuresh Joshi|3.37 pm
30 Jul 2014|Bharti Airtel may touch Rs 400: Kunal Saraogi|3.28 pm
30 Jul 2014|Buy Bharti Airtel, says Sudarshan Sukhani|11.13 am
30 Jul 2014|Big jump in data revenue key positive in Bharti Q1: CIMB|9.30 am
29 Jul 2014|Bharti Airtel Q1 profit up 15% on strong EBITDA, India biz|4.52 pm
28 Jul 2014|Bharti Q1 profit seen up 35%; Africa growth may be subdued|6.08 pm
28 Jul 2014|Bharti Airtel crosses 300mn customers milestone|4.32 pm
28 Jul 2014|Bharti Airtel Q1 net seen up 2% at Rs 1139.8 cr: Emkay|3.32 pm
28 Jul 2014|Buy Bharti Airtel, advises Sudarshan Sukhani|11.36 am
26 Jul 2014|Airtel repositions itself|2.39 pm
24 Jul 2014|Airtel gets 3G licence in Niger|3.59 pm
22 Jul 2014|Expect strong upmove in Bharti Airtel: Amit Harchekar|4.11 pm
22 Jul 2014|Are Idea, Vodafone, Airtel ready to don payment bank hat?|12.55 pm
22 Jul 2014|Prefer Bharti Airtel, says Mehraboon Irani|10.28 am
21 Jul 2014|Plan to cut debt by Rs 4000 cr in 12-18 mths: Future Group|11.01 am
18 Jul 2014|Prefer Bharti Airtel, says Meharaboon Irani|5.15 pm
16 Jul 2014|Bharti Airtel's Q1 results on July 29, 2014|8.45 am
15 Jul 2014|GSM players add nearly 65 lakh new customers in June: COAI|9.00 pm
14 Jul 2014|Vodafone's Marten Pieters elected COAI Chairman|9.17 pm
14 Jul 2014|TRAI to issue spectrum sharing recos in about a week|8.43 pm
14 Jul 2014|Govt fines telcos Rs 2923cr for breaking verification norms|7.21 pm
14 Jul 2014|Bharti Airtel will underperform: Phani Sekhar|4.00 pm
14 Jul 2014|Bharti Airtel may touch Rs 350-360: Kunal Bothra|3.27 pm
09 Jul 2014|Buy Bharti Airtel, advises Sudarshan Sukhani|11.00 am
08 Jul 2014|DoT may issue show cause notice to Airtel post legal view|10.04 pm
03 Jul 2014|FIIs can buy up to 74% of Bharti Airtel's paid up capital|8.22 pm
03 Jul 2014|Check out: Stocks that can boost your portfolio on July 3|8.30 am
23 Jun 2014|Airtel likely to be world's third largest telco soon: Kohli|8.47 pm
23 Jun 2014|Bharti Airtel signs definitive agreement with Loop Mobile|9.20 am
20 Jun 2014|Prefer Bharti Airtel over Reliance Comm: Sharmila Joshi|4.05 pm
19 Jun 2014|Revenue of telecom operators up at Rs 60,657 cr in Q4|10.24 pm
17 Jun 2014|Bharti Airtel, Uninor top GSM user additions in May: COAI|7.16 pm
17 Jun 2014|Bharti Airtel may touch Rs 352-354: SP Tulsian|4.03 pm
13 Jun 2014|Bharti Airtel top pick: GV Giri|3.27 pm
12 Jun 2014|Avoid Bharti Airtel, says Sukhani|4.40 pm
12 Jun 2014|See correction in Bharti Airtel, Idea Cellular: Baliga|1.43 pm
11 Jun 2014|RCom expands 3G services to 18 circles|12.50 pm
10 Jun 2014|Hold Bharti Airtel; target of Rs 370: Sharekhan|1.42 pm
09 Jun 2014|Airtel applies for new licence in Delhi, Kolkata|8.04 pm
09 Jun 2014|Buy Bharti Airtel; target of Rs 455: Way2Wealth|3.09 pm
06 Jun 2014|Prefer Idea Cellular, Bharti Airtel: Rajesh Agarwal|5.29 pm
03 Jun 2014|Bharti Airtel may sell tower assets in Africa|6.28 pm
03 Jun 2014|Exit Bharti Airtel, says SP Tulsian|5.08 pm
01 Jun 2014|Idea hikes monthly rentals by Rs 50|4.10 pm
29 May 2014|Buy Godrej Properties, Essar Oil, Bharti: Shahina Mukadam|1.37 pm
29 May 2014|Buy Bharti Airtel, advises Sudarshan Sukhani|11.47 am
29 May 2014|Bull's Eye: Buy Bharti Airtel, Andhra Bank, SCI, Essar Oil|8.44 am
20 May 2014|Expect Bharti Airtel to test Rs 365: Amit Harchekar|2.58 pm
20 May 2014|Buy Bharti Airtel 340 call, sell 360 call: Subramanium|2.53 pm
19 May 2014|DoT issues letter of intent for unified licence to Airtel|8.57 pm
19 May 2014|Airtel launches 4G services in Ludhiana|5.37 pm
15 May 2014|RJio signs mobile tower pact with Tower Vision|8.37 pm
15 May 2014|Bharti Airtel may test Rs 380-400: Sudarshan Sukhani|1.33 pm
14 May 2014|Stay invested in Bharti Airtel: Sudarshan Sukhani|1.54 pm
13 May 2014|GSM players add 49.7 lakh users in April: COAI|8.54 pm
13 May 2014|Bharti raises nearly USD 2 bn in dual currency bond sale|5.53 pm
12 May 2014|Bharti Airtel arm to issue senior unsecured guaranteed notes|2.35 pm
08 May 2014|Airtel to invest USD 1bn every year in Africa|9.34 pm
08 May 2014|DoT ready for final allocation of airwaves|9.25 pm
06 May 2014|Buy Bharti Airtel 320 Call, sell 340 Call: Subramanyam|2.59 pm
05 May 2014|Idea resumes pan-India 3G services|7.25 pm
03 May 2014|Sell JSW Energy; hold Marico, Bharti Airtel: Emkay|10.32 am
02 May 2014|Buy Bharti Airtel; target of Rs 375: ICICIdirect|1.54 pm
01 May 2014|Prefer Bharti Airtel, Tata Motors, Century Textiles: Irani|8.30 am
30 Apr 2014|Buy Bharti Airtel; target of Rs 410: Motilal Oswal|2.40 pm
30 Apr 2014|Manishi Raychaudhuri overweight on telecom space|1.46 pm
30 Apr 2014|Hold Bharti Airtel; target of Rs 330: Religare Capital|1.00 pm
30 Apr 2014|Prefer Idea Cellular, says Dipan Mehta|11.47 am
29 Apr 2014|Relieved TDSAT has recognised legitimacy of operators: COAI|10.09 pm
29 Apr 2014|Bharti's overall Q4 numbers look good: Analysts|7.03 pm
29 Apr 2014|Bharti Airtel Q4 net up 58%, Africa dents revenue growth|5.09 pm
29 Apr 2014|Bharti Airtel recommends dividend of Rs 1.80/share|4.25 pm
29 Apr 2014|Book profits in Bharti Airtel: Subramanyam|2.48 pm
29 Apr 2014|Bharti Q4 net seen up 6%, India biz may be stable: Poll|10.41 am
28 Apr 2014|Bharti Airtel Q4 net seen up 60% at Rs 974.1cr: Emkay|4.39 pm
03 Mar 2014|Buy Glenmark Pharma, ITC; sell Bharti Airtel: Sukhani|3.17 pm
02 Mar 2014|Spectrum allocation to winning companies by May: DoT|1.37 pm
28 Feb 2014|Facebook, Skype challenge telcos' free cash flows: Fitch|7.22 pm
28 Feb 2014|Nigeria says fines Airtel, others for poor service|8.44 am
25 Feb 2014|Buy Bharti Airtel, Idea Cellular: Anish Damania|5.22 pm
25 Feb 2014|SP Tulsian positive on Bharti Airtel, Idea Cellular|10.16 am
24 Feb 2014|Mahindra Comviva to deploy platform for Airtel Africa|6.41 pm
24 Feb 2014|Avoid Bharti Airtel; prefer Idea Cellular: Sandeep Shenoy|11.13 am
23 Feb 2014|Last date for spectrum payment extended to March 3|2.44 pm
22 Feb 2014|Bharti Airtel may slip to Rs 280-285: Siddharth Bhamre|12.35 pm
21 Feb 2014|Bharti Airtel may touch Rs 284-285: Pritesh Mehta|5.02 pm
21 Feb 2014|Buy Bharti Airtel 300 put: VK Sharma|11.14 am
21 Feb 2014|Bharti Airtel may test Rs 308, says SP Tulsian|11.09 am
20 Feb 2014|Telecom M&A guidelines: Experts discuss|7.45 pm
20 Feb 2014|Airtel may have to pay $3 bn to African operator |7.11 pm
20 Feb 2014|Bharti Airtel files appeal before Supreme Court of Nigeria|4.07 pm
19 Feb 2014|Airtel first to cross 200 million mobile-user mark in India|3.53 pm
19 Feb 2014|Airtel crosses 200 million mobile customers mark in India|2.30 pm
19 Feb 2014|Buy Bharti Airtel; target of Rs 355: ICICIdirect|1.31 pm
19 Feb 2014|Telecom M&A guidelines within 10 days, says Telecom Secy|12.55 pm
19 Feb 2014|Sell Bharti Airtel, advises Sudarshan Sukhani|9.46 am
18 Feb 2014|See pickup in M&A activity post elections: Grant Thornton|8.04 pm
18 Feb 2014|C Jayaram positive on telecom space|1.31 pm
18 Feb 2014|Buy Bharti Airtel at lower levels: Pritesh Mehta|1.16 pm
18 Feb 2014|Bharti Airtel buys Loop Mobile, to get 3 mn subscribers|9.27 am
18 Feb 2014|Airtel, Loop Mobile announce agreement to create Mumbai's largest mobile network|9.16 am
17 Feb 2014|Airtel may announce Loop Mobile acquisition in next 2 days|9.14 am
14 Feb 2014|Telcos may cut discounts, hike tariffs to pay to govt|9.14 pm
14 Feb 2014|Bharti Airtel may test Rs 318: SP Tulsian|11.37 am
14 Feb 2014|Bharti Airtel acquires prime spectrum to lead data growth story|8.35 am
13 Feb 2014|Vodafone, Airtel win 2G spectrum auction|9.26 pm
12 Feb 2014|Stay away from telecom stocks: Amit Dalal|5.46 pm
12 Feb 2014|Prefer Idea Cellular: Sandeep Shenoy|1.28 pm
12 Feb 2014|Will costly spectrum auction result in tariff hike?|11.17 am
12 Feb 2014|Top 10 stocks: Keep an eye on HCL, Nestle, Kalindee Rail|9.50 am
11 Feb 2014|Spectrum auction completes 53 rounds of bidding on 8th day|8.18 pm
11 Feb 2014|Bharti Airtel may slip to Rs 260-270: Ambareesh Baliga|5.32 pm
11 Feb 2014|Spectrum auction takes off from Rs 58,332 crore on Day 8|1.01 pm
10 Feb 2014|2G spectrum auction: Intense bidding seen for 900 MHz|10.30 pm
10 Feb 2014|Avoid Bharti Airtel, Idea Cellular: Phani Sekhar|4.16 pm
10 Feb 2014|Buy Cipla; sell Bharti Airtel: Sudarshan Sukhani|2.47 pm
10 Feb 2014|Spectrum auction: Govt to earn Rs 16,750 cr this fiscal|10.25 am
07 Feb 2014|Spectrum bids reach Rs 54,600cr after 35 rounds of auction|8.13 pm
07 Feb 2014|Spectrum auction enters 33rd round of bidding on fifth day|6.28 pm
07 Feb 2014|Spectrum auction: Day 5 bids take off from Rs 52,689 cr|12.09 pm
06 Feb 2014|4th day of auction: Spectrum bids worth Rs 52,500 cr so far|7.58 pm
06 Feb 2014|Third time lucky: Why spectrum sale is working this time|12.35 pm
06 Feb 2014|2G spectrum auction takes off from about Rs 50,000 cr|11.43 am
05 Feb 2014|Bharti Airtel rejigs firm structure, management in Africa|9.32 pm
05 Feb 2014|2G auction: Will there be a winner’s curse again|12.10 pm
05 Feb 2014|Buy Bharti Airtel 320 call: Chandan Taparia|10.45 am
04 Feb 2014|Buy telecom stocks on dip: Parag Thakkar|11.16 am
03 Feb 2014|Govt gets bids in all circles for both bands of spectrum|6.58 pm
03 Feb 2014|See Airtel, Voda, Idea bid intensely for 900 MHz: Ambit|6.44 pm
03 Feb 2014|Prefer Bharti Airtel, says Neeraj Deewan|5.53 pm
03 Feb 2014|Buy Bharti Airtel, says Ankur Rudra|5.19 pm
03 Feb 2014|Short Bharti Airtel, advises Manas Jaiswal|3.12 pm
03 Feb 2014|Spectrum auction: Analysts see rational bidding this time|12.34 pm
03 Feb 2014|Spectrum auction: All you need to know|10.27 am
02 Feb 2014|Spectrum auction begins today, 8 companies in fray|5.44 pm
02 Feb 2014|Supreme Court refuses to stay spectrum auction |2.44 pm
30 Jan 2014|Buy Bharti Airtel; target of Rs 341: LKP|4.15 pm
30 Jan 2014|Buy Bharti Airtel; target of Rs 385: ICICIdirect.com|1.09 pm
29 Jan 2014|Hold Bharti Airtel, says Devang Mehta|5.31 pm
29 Jan 2014|Buy Bharti Airtel, says Parag Thakkar|5.30 pm
29 Jan 2014|Interact with CNBC-TV18: Devang Mehta recommends holding Bharti Airtel|4.28 pm
29 Jan 2014|Dipan Mehta positive on Bharti Airtel|4.27 pm
29 Jan 2014|All 8 applicants to bid for spectrum, no withdrawal|3.42 pm
29 Jan 2014|Buy Bharti Airtel, says Sudarshan Sukhani|11.44 am
29 Jan 2014|Bharti nos inline with expectation, bullish on co: Experts|11.24 am
29 Jan 2014|Bharti Airtel may move to Rs 420: Suresh Mahadevan|11.04 am
29 Jan 2014|Remain upbeat on Bharti Airtel; target price Rs 420/Sh: UBS|10.12 am
29 Jan 2014|Why you should focus on these 10 stocks today|10.03 am
29 Jan 2014|Bharti Airtel Q3 net up 4.5%, hit by tax provision|9.28 am
29 Jan 2014|Bharti Airtel Q3 PAT seen up 75% at Rs 898cr: ICICIdirect|9.10 am
29 Jan 2014|Bharti Airtel Q3 PAT may rise 121% to Rs 1131.5cr: MOST|9.10 am
28 Jan 2014|Bharti Airtel's outcome of board meeting|7.27 pm
28 Jan 2014|Airtel seeks reduction in bank guarantees for auction|4.18 pm
27 Jan 2014|India Ratings ups outlook on telecom sector to stable|9.54 pm
27 Jan 2014|New SUC regime to have minimal impact on auctions: COAI|8.08 pm
27 Jan 2014|Buy Bharti Airtel for long term: Sudarshan Sukhani|4.36 pm
27 Jan 2014|FAQ: What does new spectrum fee rule mean for telcos|2.16 pm
27 Jan 2014|Telecom EGoM caps new spectrum usage fee at 5%|12.35 pm
24 Jan 2014|EGoM decision on spectrum usage charge on Monday: Sibal|6.27 pm
23 Jan 2014|Airtel asks govt to decide on SUC before auction|9.33 am
22 Jan 2014|Avoid telecom stocks: Sudarshan Sukhani|11.32 am
21 Jan 2014|DoT asks telcos to submit compliance report on LBS|4.57 pm
16 Jan 2014|Sell Bharti Airtel, Idea Cellular: Sudarshan Sukhani|12.00 pm
15 Jan 2014|This spectrum auction round to be more aggressive: Experts|9.49 pm
15 Jan 2014|Airtel, Voda, RJIL, 5 others apply for spectrum auction|4.29 pm
15 Jan 2014|Prefer HDFC Bank, ONGC, Bharti Airtel, Infosys: Rajgarhia|11.56 am
14 Jan 2014|Bharti Airtel's appointment of director|10.25 pm
14 Jan 2014|Bharti Airtel: Q3 results on Jan 29, 2014|10.21 pm
14 Jan 2014|Bharti Airtel announces successful pricing of Tap on EUR bond issue|2.57 pm
13 Jan 2014|Bharti seeks to raise euro 1 bn by reopening bond issue|9.12 pm
13 Jan 2014|Bharti Airtel: Updates on issue of Senior Notes by Bharti Airtel International|4.36 pm
10 Jan 2014|Individuals can be tried without being named as accused: SC|10.29 pm
08 Jan 2014|Buy Bharti Airtel, advises Amit Gupta|10.57 am
07 Jan 2014|Spectrum fee: Telecom Commission to meet again in 2-3 days|6.42 pm
06 Jan 2014|Trai wants DoT to relax auction terms for telecom operators|9.55 pm
02 Jan 2014|Telecom Commission likely to meet on January 7|4.21 pm
02 Jan 2014|Avoid telecom space, says Sudarshan Sukhani|4.20 pm
01 Jan 2014|Buy Idea, Bharti; like Sesa Sterlite, Cairn: Jigar Shah|11.22 am
30 Dec 2013|Reliance Jio opposes proposal to change spectrum usage rate|4.43 pm
29 Dec 2013|Ambanis, Mittal, Tata, Sahara face tough 2013 in courts|11.41 am
28 Dec 2013|Bharti Airtel appoints Bernardus Johannes Maria Verwaayen as additional director|9.58 am
27 Dec 2013|Prefer Idea Cellular, Bharti Airtel: Dipan Mehta|3.18 pm
26 Dec 2013|Short Bharti Airtel, says Sudarshan Sukhani|9.53 am
22 Dec 2013|DoT to calculate one-time spectrum fee afresh after auction|2.23 pm
20 Dec 2013|Sell Bharti Airtel 360-350 call: Amit Trivedi|12.16 pm
19 Dec 2013|Airtel to sell Sri Lankan biz to Etisalat: Sources|3.41 pm
19 Dec 2013|Sell Bharti Airtel, advises Sudarshan Sukhani|10.35 am
18 Dec 2013|DoT to bar 3G spectrum holders from sharing airwaves|9.52 pm
17 Dec 2013|Buy Bharti Airtel at around Rs 310-313: Siddharth Bhamre|10.45 am
15 Dec 2013|Five blue-chip firms lose Rs 22,582cr in value, led by ONGC|11.13 am
13 Dec 2013|Vikas Khemani likes Bharti, Idea in telecom space|5.09 pm
13 Dec 2013|Buy Bharti Airtel at around Rs 315: Deven Choksey|1.57 pm
12 Dec 2013|Buy Bharti Airtel, Tata Comm on dips: Hemen Kapadia|5.46 pm
12 Dec 2013|Buy CESC, United Breweries; sell Bharti Airtel: Sukhani|3.19 pm
12 Dec 2013|See lower levels in Idea Cellular, Bharti Airtel: Sukhani|11.02 am
11 Dec 2013|Rel Jio-Bharti deal a negative for RComm: Angel|4.03 pm
11 Dec 2013|Bharti, Reliance Jio announce comprehensive telecom infrastructure sharing arrangement|8.35 am
10 Dec 2013|Bharti, Reliance Jio in pact for telecom infra sharing|5.30 pm
10 Dec 2013|Hold Bharti Airtel, says SP Tulsian|5.13 pm
09 Dec 2013|Open to tie-up with Airtel for 4G service in Punjab: Ambani|8.00 pm
09 Dec 2013|Airtel to contribute to Punjab's digital inclusion agenda|5.43 pm
09 Dec 2013|Airtel to invest Rs 4,000 cr in Punjab over five years|3.55 pm
05 Dec 2013|Bharti Airtel announces successful pricing of EUR bond issue|8.36 am
03 Dec 2013|RCom raises 3G internet rate by 26%,cuts benefits by 60%|4.55 pm
02 Dec 2013|EGoM to meet tomorrow evening to discuss telecom M&A rules|9.40 pm
02 Dec 2013|Buy Bharti Airtel on corrections, says Sukhani|5.22 pm
02 Dec 2013|Short Bharti Airtel: Sudarshan Sukhani|9.59 am
26 Nov 2013|Will new spectrum sale lead to fresh legal battles?|10.03 pm
26 Nov 2013|Buy Bharti Airtel 330 Put: Krish Subramanyam|2.49 pm
26 Nov 2013|Short Bharti Airtel, advises Sudarshan Sukhani|9.23 am
25 Nov 2013|DoT may give nod to Airtel for migrating to new licences|7.10 pm
25 Nov 2013|Avoid Bharti Airtel, says Sudarshan Sukhani|2.08 pm
20 Nov 2013|SSTL Q3 net loss widens to Rs 760 crore|3.58 pm
18 Nov 2013|TRAI for fresh process for CDMA spectrum|4.51 pm
14 Nov 2013|Super Six stocks you can bet on November 14|8.47 am
13 Nov 2013|Pick RComm, Idea, Bharti Airtel: Sudarshan Sukhani|1.53 pm
12 Nov 2013|Telecom EGoM to discuss M&A rules, auctions on Nov 22|5.34 pm
12 Nov 2013|Controversies associated with IPL unfortunate: Nooyi |4.25 pm
12 Nov 2013|Prefer Bharti Airtel, Idea Cellular: Sanjay Chawla|2.15 pm
12 Nov 2013|Checkout: Which telecom stocks is JM Financial betting on|12.27 pm
07 Nov 2013|Airtel launches 3G services in Bangladesh|8.31 pm
07 Nov 2013|Bharti Airtel may test Rs 400-420: Yogesh Mehta|3.36 pm
07 Nov 2013|Idea, Bharti Airtel likely to do well: Suresh Mahadevan|12.19 pm
06 Nov 2013|Mobile user base falls to 87.05 cr in September|1.58 pm
06 Nov 2013|Spectrum auction: Reserve price set higher than TRAI recos|1.34 pm
05 Nov 2013|Accumulate Bharti Airtel; target Rs 391: Angel Broking|3.14 pm
05 Nov 2013|Bharti to acquire Warid Group's Congo arm; stock down 2.4%|10.24 am
05 Nov 2013|Airtel signs definitive agreement to acquire Warid's Congo Brazzaville operations|9.13 am
03 Nov 2013|See higher levels in Bharti Airtel, Idea, Rel Comm: Sukhani|8.33 pm
01 Nov 2013|iPhone 5s launched in India, Rcom offers at Rs 2999 a month|10.11 pm
01 Nov 2013|Buy L&T after it corrects: Deven Choksey|12.40 pm
31 Oct 2013|Power your portfolio with these 8 stocks: Emkay|5.22 pm
31 Oct 2013|Sudarshan Sukhani upbeat on Bharti Airtel|11.04 am
30 Oct 2013|Buy Bharti Airtel, advises Sudarshan Sukhani|2.02 pm
30 Oct 2013|Prefer Idea over Bharti over longer-term view: JM Fin|12.31 pm
30 Oct 2013|Expect Bharti Airtel to perform well in second half: IIFL|11.55 am
30 Oct 2013|Bharti Airtel announces Sept qtr results; PAT at Rs 512cr|9.43 am
30 Oct 2013|Bharti Airtel appoints additional director|9.41 am
30 Oct 2013|Bharti Airtel Q2 net falls 26% to Rs 512cr on forex loss|9.28 am
29 Oct 2013|Bharti Airtel Q2 PAT seen up 22.5% at Rs 844cr: ICICIdirect|7.03 pm
