date|text|time
13 Jan 2016|See Infosys $ rev growth at 0.1%; cut TCS price target: IDFC|1.46 pm
13 Jan 2016|Attrition has receded in last two quarters: TCS|1.40 pm
13 Jan 2016|TCS may test Rs 2525; Infosys, Tech Mahindra top pick: Kotak|1.26 pm
13 Jan 2016|TCS at 18-month low: No de-rating post Q3, analysts unperturbed|11.40 am
13 Jan 2016|TCS' above-average growth run to end this year: Kotak|11.07 am
13 Jan 2016|See lower levels in IT stocks, short Bajaj Auto: Sukhani|9.14 am
13 Jan 2016|Hoping for better 2016; US likely to be growth driver: TCS CEO|9.10 am
12 Jan 2016|TCS Q3 earnings miss may weigh on stock marginally: Experts|5.36 pm
12 Jan 2016|TCS Q3 net up 0.9%, revenue lags estimates for 6th straight qtr|5.08 pm
12 Jan 2016|HCL Tech may head lower, target Rs 740: Shubham Agarwal|1.13 pm
12 Jan 2016|Buy Infosys, hold TCS: Sandip Agarwal|12.07 pm
12 Jan 2016|TCS commentary on clients budget key; buy Infy, HCL: Edelweiss|10.42 am
12 Jan 2016|Book profits in Axis Bank at around Rs 429: Rajat Bose|10.38 am
12 Jan 2016|Short TCS, target Rs 2125: Shubham Agarwal|10.01 am
12 Jan 2016|TCS Q3 PAT seen down 0.7% at Rs 6010 cr: ICICIdirect|9.50 am
11 Jan 2016|TCS Q3 net profit seen down 0.8%, $ revenue likely to be muted |3.36 pm
09 Jan 2016|IT Q3 preview: Will Infosys surprise or Chennai floods add pain?|5.49 pm
08 Jan 2016|Wipro carves out new MIT unit, appoints Bhanumurthy as COO|3.09 pm
08 Jan 2016|Infosys, TCS may move up; buy IndusInd Bank: Rahul Mohindar|11.53 am
06 Jan 2016|TCS' Q3 results on January 12, 2016|8.44 am
05 Jan 2016|Short TCS, target Rs 2260: Shubham Agarwal|1.39 pm
05 Jan 2016|TCS joins auction for Dell's Perot Systems: Sources|8.11 am
04 Jan 2016|Sell Canara Bank, TCS, L&T: Sudarshan Sukhani|2.38 pm
04 Jan 2016|Tata International to expand footprint in Africa this year|9.57 am
01 Jan 2016|TCS recognised as UK's top employer|12.00 am
30 Dec 2015|Chennai rain, seasonality to hurt IT cos in Q3:Offshore Insights|10.39 am
26 Dec 2015|Royal Enfield lost production of 4,000 motorcycles in Nov|2.00 pm
23 Dec 2015|Prefer TCS, Infosys: Sudarshan Sukhani|9.50 am
21 Dec 2015|Tata Motors only Indian firm on top-50 global R&D list|10.20 am
17 Dec 2015|Buy TCS; target of Rs 2850:Sharekhan|3.51 pm
17 Dec 2015|Like Infosys; buy ICICI Bank, Lupin, TCS: Prakash Gaba|9.56 am
17 Dec 2015|Buy Infosys, advises Sudarshan Sukhani|9.43 am
16 Dec 2015|TVS Srichakra may test Rs 3240 in 9 months: Mayuresh Joshi|12.16 pm
16 Dec 2015|Buy TCS, stay away from Wipro: Sudarshan Sukhani|10.07 am
14 Dec 2015|Bullish TCS; Chennai flood to hurt Q3 topline: Systematix|11.00 am
14 Dec 2015|Bull's Eye: Buy HPCL, TCS, IGL, Voltas, Gati; sell PNB|10.08 am
14 Dec 2015|Buy TCS, says Sudarshan Sukhani|10.07 am
11 Dec 2015|Chennai floods to have material impact on Q3 revenues: TCS|9.25 pm
11 Dec 2015|Buy Gati, target Rs 195: Rajat Bose|4.50 pm
11 Dec 2015|Buy Petronet LNG, TCS, Sun TV: Sudarshan Sukhani|2.34 pm
11 Dec 2015|TCS expands capacity in Bhubhaneswar|9.27 am
10 Dec 2015|Tata Consultancy Services will outperform: Sukhani|10.26 am
09 Dec 2015|Buy TCS 2350 Call; sell 2450 Call: Chandan Taparia|12.29 pm
09 Dec 2015|Super Six stocks likely to see lot of action today|8.43 am
08 Dec 2015|Go long in TCS, advises Siddarth Bhamre|10.48 am
08 Dec 2015|Go long in Tata Elxsi, Wipro better bet: Bhavin Desai|9.59 am
07 Dec 2015|IDFC Bank ties up with TCS for core banking solutions|10.09 pm
07 Dec 2015|TCS BaNCS drives next generation banking services at IDFC Bank|4.11 pm
07 Dec 2015|Tata Group eyes $350 billion market cap by 2025|1.09 pm
07 Dec 2015|Sell Tata Consultancy Services: Sudarshan Sukhani|10.17 am
04 Dec 2015|Accumulate RComm at lower levels: Dilip Bhat|4.12 pm
27 Nov 2015|Short Tata Consultancy Services: Prakash Gaba|11.35 am
25 Nov 2015|Hero MotoCorp's Pawan Munjal is highest paid director|5.38 pm
18 Nov 2015|Sell TCS, target Rs 2270: Ashish Kyal|3.10 pm
18 Nov 2015|Sell TCS, HCL Technologies on rally: Sudarshan Sukhani|11.24 am
17 Nov 2015|Expect more pain in TCS, Infosys: Kunal Bothra|4.59 pm
17 Nov 2015|Go long in TCS, says Amit Harchekar|4.19 pm
17 Nov 2015|Short TCS, says Gaurav Bissa|2.10 pm
16 Nov 2015|Prefer TCS, Infosys: Mayuresh Joshi|4.41 pm
16 Nov 2015|Short TCS, HCL Tech, Tech Mahindra: Sukhani|4.05 pm
16 Nov 2015|Short TCS, says Hemant Thukral|11.30 am
16 Nov 2015|Short TCS, says Sudarshan Sukhani|10.44 am
13 Nov 2015|Sell Zee Ent, TCS, Asian Paints: Manish Hathiramani|2.03 pm
13 Nov 2015|TCS to train 1,000 graduates from UK universities|10.54 am
09 Nov 2015|Hold Mindtree, advises Mayuresh Joshi|4.56 pm
09 Nov 2015|Buy HCL Tech, Infosys, TCS, Tech Mahindra: Sukhani|11.07 am
06 Nov 2015|Buy Infosys, TCS, Tech Mahindra: Sharmila Joshi|3.32 pm
04 Nov 2015|Diwali shopping list of 12 stocks by Sharekhan|2.42 pm
04 Nov 2015|Prefer Infosys, TCS: Mayuresh Joshi|12.15 pm
04 Nov 2015|Buy Tech Mahindra, says Sudarshan Sukhani|9.52 am
03 Nov 2015|Prefer largecap IT stocks: Phani Sekhar|4.21 pm
03 Nov 2015|Expect Tech Mahindra to hit Rs 576, like TCS, Wipro: Bhamre|12.30 pm
02 Nov 2015|Remain invested in TCS, says Ashu Madan|3.59 pm
27 Oct 2015|Buy Tata Consultancy Services, target Rs 2650: Harchekar|3.12 pm
27 Oct 2015|Indian IT cos to benefit from H-1B filing fee drop:Law firm|7.52 am
26 Oct 2015|TCS may test Rs 2650, says Manav Chopra|3.17 pm
26 Oct 2015|Buy TCS, target Rs 2600: Rahul Shah|1.27 pm
26 Oct 2015|Like TCS, Infosys, Tata Motors, Sun Pharma: R Venkatraman|12.28 pm
23 Oct 2015|TCS partners Symantec for analytics-driven security service|5.49 pm
23 Oct 2015|TCS and Symantec partner to provide analytics driven security services|4.19 pm
21 Oct 2015|Go long in TCS, target Rs 2650-2660: Aditya Agarwal|1.04 pm
21 Oct 2015|Buy Infosys, advises Sudarshan Sukhani|12.28 pm
20 Oct 2015|Indian IT has miles to go; TCS world leader: Founder Kohli|5.37 pm
20 Oct 2015|TCS announces global alliance partnership with Tableau|4.03 pm
20 Oct 2015|Go long in TCS, may go above Rs 2600: Siddarth Bhamre|12.24 pm
18 Oct 2015|Mindtree shares jump over 5% on higher earnings|5.37 pm
16 Oct 2015|Mahindra Comviva to aid Airtel, Voda start mobile fin srvs|8.47 pm
16 Oct 2015|Dutch insurer VIVAT Verzekeringen partners with TCS|12.12 pm
15 Oct 2015|Buy TCS, Infosys from IT space: Ambareesh Baliga|4.25 pm
15 Oct 2015|Motilal Oswal neutral on TCS; Target of Rs 2550|2.23 pm
15 Oct 2015|Hold TCS; target of Rs 2650: Religare|1.27 pm
15 Oct 2015|Like LIC Housing Finance, Mindtree: Sudarshan Sukhani|1.20 pm
15 Oct 2015|Buy TCS; target of Rs 3000: Dolat Capital|1.16 pm
15 Oct 2015|Buy TCS; target of Rs 2750: Firstcall Research|1.14 pm
15 Oct 2015|Sell TCS, says Sudarshan Sukhani|10.00 am
14 Oct 2015|Buy TCS, says Anand Tandon|3.42 pm
14 Oct 2015|Emkay downgrade TCS to Hold; target Rs 2,450|1.49 pm
14 Oct 2015|TCS falls 4% but analysts bullish: Key concerns in Q2|12.02 pm
14 Oct 2015|Sell TCS, Infosys: Sudarshan Sukhani|11.06 am
14 Oct 2015|IT biz seeing shift; size not a disadvantage: TCS CFO|10.16 am
14 Oct 2015|Infosys top pick but TCS remains an add: Kotak Equities|10.10 am
14 Oct 2015|TCS ups hiring target by 15K, to take in 75,000 this fiscal|9.03 am
14 Oct 2015|TCS's Chandra hints 2% dip in FY16 constant currency growth|9.00 am
13 Oct 2015|Revenue miss: How will D-Street react to TCS' nos?|5.58 pm
13 Oct 2015|TCS Q2 net up 6%, revenue misses forecast, volume in-line|5.13 pm
13 Oct 2015|Prefer TCS over Infosys, Wipro: Mehraboon Irani|4.01 pm
13 Oct 2015|Prefer Infosys, HCL Tech; buy Cyient: Ravi Menon|1.44 pm
13 Oct 2015|Here’s why Elara Cap prefers Infy, HCL Tech over TCS|10.24 am
13 Oct 2015|Below Rs 1090-1095, Infosys may slip to Rs 1060: Mehta|9.56 am
12 Oct 2015|TCS Q2 net seen up 6.5%, $ revenue growth may be 3.6%: Poll|4.38 pm
12 Oct 2015|Infosys shares heading into 'quarter of pause': Nilesh Shah|11.05 am
09 Oct 2015|Like pharma, consumer stocks: Gautam Sinha Roy|5.01 pm
09 Oct 2015|Buy Infosys on correction, says Deven Choksey|1.42 pm
09 Oct 2015|Wipro to provide 35k books to needy children in N. America|11.17 am
09 Oct 2015|Positive on private sector banks: Nischal Maheshwari|11.15 am
09 Oct 2015|Expect Infosys Q2 to be strong; 4.5% revenue growth: IIFL |10.27 am
08 Oct 2015|HCL warning notwithstanding, IT Q2 revenue seen strong|8.08 pm
08 Oct 2015|Keep eye on TCS: Prakash Diwan|4.52 pm
07 Oct 2015|Buy pharma stocks on dips, says Rahul Shah|4.20 pm
06 Oct 2015|Buy large cap IT stocks: Ajay Bagga|6.05 pm
06 Oct 2015|Buy TCS, target Rs 2880-2900: Amit Harchekar|3.24 pm
05 Oct 2015|TCS Q2 results on Oct 13, 2015|10.23 pm
05 Oct 2015|Infosys looks strong, TCS may hit Rs 2680-2700: AB Money|12.00 pm
05 Oct 2015|Super Six stocks you can bet on October 5|8.56 am
01 Oct 2015|Prefer TCS, Wipro, Infosys: Mehraboon Irani|5.14 pm
01 Oct 2015|Trade Infosys 1200 call; positive on TCS: Chandan Taparia|2.52 pm
28 Sep 2015|Look at Aurobindo Pharma, TCS, DCB Bank: Kunal Bothra|3.20 pm
28 Sep 2015|Look at HCL Technologies, Mindtree: Sudarshan Sukhani|10.35 am
23 Sep 2015|Prefer HDFC Bank, Dalmia Bharat: Mehraboon Irani|5.18 pm
23 Sep 2015|Go long in Infosys Oct future, short TCS future: TS Harihar|12.15 pm
16 Sep 2015|Good macro, infra push drawing biz to West Bengal: State FM|1.26 pm
15 Sep 2015|Pick L&T, Dabur, Sun Pharma: Sharmila Joshi|3.21 pm
15 Sep 2015|Accumulate TCS, target Rs 2750: Sacchitanand Uttekar|2.54 pm
10 Sep 2015|Infosys to be global technology services partner for ATP|7.25 pm
09 Sep 2015|Like private banks, selective pharma, TCS, Infosys: Angel|11.50 am
09 Sep 2015|Buy TCS, Infosys: Sudarshan Sukhani|9.28 am
09 Sep 2015|Buy Axis, TCS, Maruti, Hero Moto: Sudarshan Sukhani|9.12 am
07 Sep 2015|Add HDFC Bank, ICICI Bank, SBI, TCS: Sudarshan Sukhani|4.34 pm
04 Sep 2015|Prefer IT, pharma stocks: Ajay Bagga|4.37 pm
03 Sep 2015|Metals short selling idea; prefer pharma, IT, OMCs: Sukhani|10.32 am
01 Sep 2015|Short Axis Bank, buy Amara Raja, like TCS: Motilal Oswal|1.59 pm
01 Sep 2015|Buy TCS 2600 Call, sell 2700 Call: Chandan Taparia|1.08 pm
01 Sep 2015|Buy TCS, Bajaj Corp: Shubham Agarwal|9.49 am
31 Aug 2015|Buy TCS, ITC; sell Godrej Industries: Sameet Chavan|2.03 pm
31 Aug 2015|Top buzzing midcap stocks to trade on August 31|1.48 pm
30 Aug 2015|Tata's revenue rises to 8.8 bn; headcount crosses 6 lakh|1.33 pm
27 Aug 2015|Infosys, TCS, Wipro good picks: Siddarth Bahmre|4.45 pm
26 Aug 2015|6 stocks likely to see lot of action today|9.00 am
25 Aug 2015|Go long in TCS, target Rs 2700: Sacchitanand Uttekar|2.15 pm
25 Aug 2015|Go long in TCS, ACC: Siddarth Bhamre|11.31 am
21 Aug 2015|Positive on pharma, IT sectors: Hemindra Hazari|4.33 pm
21 Aug 2015|Buy Infosys, says Mahantesh Sabarad|1.18 pm
20 Aug 2015|Like Infosys, TCS: Devang Mehta|4.53 pm
20 Aug 2015|3 Indian cos among world's most innovative firms: Forbes|3.24 pm
18 Aug 2015|Buy TCS, Glenmark Pharma: Yogesh Mehta|3.55 pm
17 Aug 2015|RIL again loses most profitable tag, this time to IOC|9.35 am
14 Aug 2015|Buy TCS 2750 Call, SBI 270 Call: Bhavin Desai|2.51 pm
13 Aug 2015|Exit JSPL; buy SBI, Infosys, TCS, Maruti: Sudarshan Sukhani|11.44 am
12 Aug 2015|TCS, Infosys may perform, support market: Amit Gupta|10.48 am
10 Aug 2015|Buy Ashok Leyland, Canara Bank, TCS: Sudarshan Sukhani|2.48 pm
06 Aug 2015|See further upside in TCS: Sudarshan Sukhani|9.46 am
06 Aug 2015|Check Out: Super Six stocks for August 6|9.01 am
05 Aug 2015|Prefer Infosys, TCS, HCL Tech: Dilip Bhat|4.48 pm
30 Jul 2015|Short Tata Consultancy Services: Amit Harchekar|1.59 pm
29 Jul 2015|Exit RCF; buy Infosys, TCS, Reliance Industries: Sukhani|12.35 pm
28 Jul 2015|Bank of Bhutan selects TCS for core banking solution|7.12 pm
28 Jul 2015|Buy TCS, target Rs 2598: Siddarth Bhamre|10.59 am
27 Jul 2015|Cognizant gives salary hike, in line with industry|10.32 pm
27 Jul 2015|Rs 85000cr of invt under process in West Bengal: Amit Mitra|9.09 pm
27 Jul 2015|Exit Rolta India, opportunities in IT sector: Sukhani|11.58 am
24 Jul 2015|TCS announces global strategic partnership with FICO|4.18 pm
24 Jul 2015|Like Tata Consultancy Services for long term: Jeff Chowdhry|12.21 pm
23 Jul 2015|TCS, Cognizant, Infy top employers in FY15: Nasscom|8.35 pm
23 Jul 2015|TCS to make centre on intelligent systems at IIT Hyderabad|5.30 pm
23 Jul 2015|TCS to set up intelligent systems centre at IIIT Hyderabad|4.01 pm
22 Jul 2015|Odds stacked against Sikka & co, says ex-Infosys CFO Bala|11.31 am
21 Jul 2015|Buy Infosys, target Rs 1188: India Nivesh Securities|1.31 pm
21 Jul 2015|Infosys set to bridge valuation gap with TCS: Analysts|10.00 am
20 Jul 2015|Stick to largecap IT stocks: Shashibhushan .M.R|5.04 pm
20 Jul 2015|3% Q1 quarterly growth high ask for Infosys: PhillipCap|12.53 pm
20 Jul 2015|Positive on TCS, accumulate on dips: Vibhor Singhal|12.19 pm
20 Jul 2015|Indian IT victim of success, start-ups next big idea: Pai|11.04 am
18 Jul 2015|Microsoft, TCS, 3 other IT firms bid to build GST Network|3.37 pm
18 Jul 2015|Expect IT space to outperform: Tirthankar Patnaik|2.33 pm
17 Jul 2015|TCS recognised as global leader in card management|10.20 pm
17 Jul 2015|Look at IT companies, says Dipan Mehta|4.20 pm
17 Jul 2015|Prefer pharma, IT space: Lalit Nambiar|1.17 pm
16 Jul 2015|Buy IT stocks, says Ajay Bagga|11.02 am
15 Jul 2015|Look at IT space: Neeraj Dewan|4.43 pm
14 Jul 2015|IT, great long term opportunity: Parag Thakkar|4.36 pm
13 Jul 2015|Hold TCS; target of Rs 2700: Arihant capital|3.15 pm
13 Jul 2015|Hold TCS; target of Rs 2530: Edelweiss|3.15 pm
13 Jul 2015|Hold Tata Consultancy Services: Gaurav Bissa|12.54 pm
13 Jul 2015|Buy Infosys, pick Wipro, HCL Tech: Harendra Kumar|10.39 am
10 Jul 2015|Slow and steady: TCS mantra to hit digital biz revenue goal|4.53 pm
10 Jul 2015|Dipan Mehta negative on Infosys, HCL Tech, Tech Mahindra|4.23 pm
10 Jul 2015|Prefer largecap IT over midcap IT: Hemindra Hazari|4.03 pm
10 Jul 2015|Accumulate TCS; target of Rs 2620: Emkay|3.53 pm
10 Jul 2015|Buy TCS; target of Rs 2780: P Lilladher|3.51 pm
10 Jul 2015|Maintain cautious view on IT sector: Girish Pai|3.50 pm
10 Jul 2015|Gaurang Shah positive on TCS; may move to Rs 2850|3.17 pm
10 Jul 2015|Look at TCS at around Rs 2100-2200: Deven Choksey|1.31 pm
10 Jul 2015|Short TCS at around Rs 2525, buy 2600 Call: TS Harihar|1.29 pm
10 Jul 2015|Cautious on IT sector, sell TCS: Nirmal Bang|10.56 am
10 Jul 2015|Analysts still bullish on TCS post Q1, cut rev estimates|9.07 am
10 Jul 2015|Confident of achieving better than industry growth: TCS CFO|9.07 am
10 Jul 2015|Q1 soft on EM biz but confident of strong Q2: TCS CEO |8.36 am
09 Jul 2015|TCS Q1 net falls 3.3% but beats forecast, $ revenue up 3.5%|4.51 pm
09 Jul 2015|Buy TCS at lower levels: Sharmila Joshi|3.33 pm
09 Jul 2015|TCS Apr-June qtr PAT may fall 17% at Rs 5370.6cr: Emkay|3.21 pm
09 Jul 2015|TCS Q1 net seen up 37.6% at Rs 5307.1 cr: IndiaNivesh Sec|3.21 pm
09 Jul 2015|Improved Q1FY16 nos from cap goods, pvt bks seen: Edelweiss|11.00 am
09 Jul 2015|Eye $ growth of 3.3% for TCS in Q1; prefer Infosys: Elara|10.26 am
08 Jul 2015|TCS Q1 profit seen down 7.5%, $ revenue may rise 4.2%: Poll|5.59 pm
08 Jul 2015|Prefer private banks, IT stocks on declines: Phani Sekhar|4.12 pm
08 Jul 2015|India IT outsourcing firms seek booster shot from Obamacare|10.36 am
07 Jul 2015|TCS' R&D spending dips marginally to Rs 909 cr in 2014-15|6.01 pm
07 Jul 2015|Q1FY16 curtain raiser: Dollar revenue to pinch IT cos again|9.39 am
06 Jul 2015|Buy TCS, advises Sudarshan Sukhani|5.30 pm
06 Jul 2015|Buy Hero Moto, TCS, Godrej Industries: Sudarshan Sukhani|2.46 pm
06 Jul 2015|Dipan Mehta negative on IT space|1.22 pm
03 Jul 2015|Positive on TCS, Infosys, HCL Tech, Tech Mahindra: Shah|3.36 pm
03 Jul 2015|Devang Mehta cautious on IT space|12.37 pm
03 Jul 2015|Keep TCS, Infosys in buy list: Deven Choksey|11.10 am
02 Jul 2015|Ajay Bagga bullish on IT space, prefers pharma|4.38 pm
01 Jul 2015|TCS Q1 results on July 09, 2015|9.18 pm
01 Jul 2015|TCS will continue to revolutionise India digitally: Tata|8.18 pm
01 Jul 2015|Bullish on largecap IT, buy TCS: Sudip Bandopadhyay|5.12 pm
01 Jul 2015|Sell Infosys, prefer TCS: Mukul Garg|1.14 pm
01 Jul 2015|Sandip Sabharwal negative on IT sector|12.21 pm
01 Jul 2015|TCS to hire 60,000 employees this fiscal, says Cyrus Mistry|7.59 am
30 Jun 2015|TCS to train 1 lakh employees in digital space|9.28 pm
30 Jun 2015|Buy TCS, says Devang Mehta|4.48 pm
30 Jun 2015|Buy TCS, target Rs 2640: Rahul Mohindar|10.42 am
27 Jun 2015|IT space looks positive, says Jai Bala|2.33 pm
26 Jun 2015|Accumulate frontline IT stocks on dips: Deven Choksey|11.42 am
25 Jun 2015|Go long in HCL Tech: TS Harihar|3.16 pm
23 Jun 2015|Stable cotton prices will aid exports: Indo Count Ind|8.53 pm
17 Jun 2015|Indian IT cos fully compliant with US visa norms: Nasscom|8.33 pm
16 Jun 2015|TCS opens special centre dedicated to R&D in Hyderabad|6.21 pm
16 Jun 2015|Prefer Infosys, Persistent Systems: R Sreesankar|2.10 pm
15 Jun 2015|Prefer Infosys, HCL Technologies, TCS: Mayuresh Joshi|5.27 pm
15 Jun 2015|TCS looks attractive, says Hemant Thukral|2.30 pm
15 Jun 2015|TCS, Infosys visa issue: Govt to intervene when required|8.25 am
12 Jun 2015|Attempt to draw Indian IT negatively: Nasscom on visa row|7.36 pm
12 Jun 2015|Prefer Infosys, TCS, Axis Bank, HDFC Bank: Gaurang Shah|4.26 pm
12 Jun 2015|See no dramatic impact of H1-B probe on TCS, Infosys: Angel|3.40 pm
12 Jun 2015|US opens probe against TCS, Infosys for H1-B visa violation|12.34 pm
09 Jun 2015|TCS launches product for American banks|7.01 pm
09 Jun 2015|Tata Consultancy Services' AGM on June 30, 2015|3.19 pm
08 Jun 2015|TCS CEO N Chandrasekaran's salary up 14% to Rs 21.2 cr|6.04 pm
08 Jun 2015|TCS may dip to Rs 2500: Pritesh Mehta|3.40 pm
08 Jun 2015|Buy TCS, Lupin, sell Bharat Forge: Gaurav Bissa|3.20 pm
05 Jun 2015|Prefer FMCG, pharma , IT: Hemindra Hazari|4.09 pm
05 Jun 2015|Buy Voltas, TCS, Siemens: Gaurav Bissa|2.45 pm
03 Jun 2015|Wipro hikes employee wages by 7%|7.03 pm
03 Jun 2015|Look at IT, FMCG space: Ajay Bagga|4.56 pm
03 Jun 2015|Look at pharma, IT, FMCG space: Dipan Mehta|4.26 pm
03 Jun 2015|Buy ACC 1450 Put, TCS 2600 Call: Bhavin Desai|2.47 pm
03 Jun 2015|Go long in TCS, Infosys, Wipro, Tech Mahindra: Sukhani|11.03 am
02 Jun 2015|Buy IT stocks: Parag Thakkar|4.09 pm
01 Jun 2015|Ambareesh Baliga cautious on IT space|4.29 pm
28 May 2015|TCS partners with The Royal College of Art to establish UK Design Innovation Lab|4.28 pm
28 May 2015|Sell TCS on rise, says Siddarth Bhamre|3.53 pm
26 May 2015|Ajay Bagga bullish on IT, pharma|10.40 am
20 May 2015|Buy TCS, Bharti Airtel, YES Bank: Sudarshan Sukhani|3.16 pm
20 May 2015|R Sreesankar overweight on IT space|1.09 pm
20 May 2015|Buy TCS 2500 Call, sell 2600 Call: Amit Trivedi|10.49 am
14 May 2015|Infosys, TCS top picks: Sandeep Bhatia|11.55 am
12 May 2015|Aim to beat NASSCOM's 12-14% industry growth forecast: TCS|10.10 pm
11 May 2015|Buy TCS, Infosys: Sudarshan Sukhani|4.18 pm
10 May 2015|HDFC makes to world's top-10 list of consumer finance firms|3.10 pm
09 May 2015|Nimesh Shah overweight on IT, private banks|11.29 am
08 May 2015|Hold SKS Microfinance, prefer ICICI Bank: Gaurang Shah|3.27 pm
08 May 2015|Go long in TCS: Amit Harchekar|2.10 pm
08 May 2015|Buy TCS 2550 Call, says VK Sharma|11.16 am
08 May 2015|Add IT stocks in portfolio, says Deven Choksey|11.07 am
07 May 2015|Prefer largecap IT, pharma stocks: Devang Mehta|4.07 pm
07 May 2015|Top buzzing midcap stocks to trade on May 7|2.17 pm
06 May 2015|Buy ICICI Bank, IDFC: Sudip Bandopadhyay|4.58 pm
06 May 2015|Prefer IT, pharma, private banks: Ajay Bagga|4.22 pm
05 May 2015|Stay with TCS, Infosys, Sun Pharma: Parag Thakkar|3.52 pm
05 May 2015|Infosys, TCS top picks: R Sreesankar|12.36 pm
05 May 2015|Look at IT space: Taher Badshah|11.42 am
05 May 2015|IT cos likely to grow in low double digits: Mohandas Pai|10.40 am
04 May 2015|See margins in 19-20% range on non-GAAP basis: Cognizant|9.41 pm
04 May 2015|Buy TCS, Infosys on correction: Ambareesh Baliga|4.40 pm
30 Apr 2015|IT space to remain weak, says Sudarshan Sukhani|9.45 am
29 Apr 2015|Buy TCS 2450 Put, says Chandan Taparia|2.03 pm
28 Apr 2015|N Chandra: Creator of wealth & value for the house of Tatas|4.04 pm
28 Apr 2015|Sell Tata Consultancy Services, says Manish Hathiramani|2.08 pm
27 Apr 2015|Add TCS, Infosys in portfolio: Harendra Kumar|11.32 am
27 Apr 2015|Why you should look past Infosys' Q4 stumble|10.20 am
24 Apr 2015|Remain underweight in IT sector: Dipan Mehta|4.54 pm
22 Apr 2015|Buy TCS, Wipro: Devang Mehta|4.41 pm
22 Apr 2015|Look at IT, pharma, cement space: Lalit Nambiar|3.39 pm
22 Apr 2015|Buy TCS, Wipro, Infosys on dips: Parag Thakkar|10.30 am
22 Apr 2015|Buy IT stocks on dips, says Parag Thakkar|10.25 am
21 Apr 2015|Topline disappointing, margin only +ve in Wipro Q4: Angel|5.54 pm
21 Apr 2015|Prefer IT, pharma space: Ajay Bagga|4.44 pm
21 Apr 2015|Short TCS, Federal Bank; buy Tata Steel: Amit Harchekar|2.56 pm
21 Apr 2015|Negative on TCS, HCL Tech; positive on Infosys: Bhamre|10.51 am
21 Apr 2015|By thinking small & smart, TCS should eye top spot globally|9.43 am
20 Apr 2015|HCL Tech Q3 profit seen down 6.16% at Rs 1797 cr: Poll|5.04 pm
20 Apr 2015|Prefer IT stocks on dips, says Ajay Srivastava|11.30 am
20 Apr 2015|Short TCS; support at Rs 2380-2410: Thukral|11.06 am
17 Apr 2015|Stay invested in TCS, says Gaurang Shah|3.23 pm
17 Apr 2015|Buy TCS at lower levels: Mayuresh Joshi|2.00 pm
17 Apr 2015|Gautam Chhaochharia underweight in IT space|10.45 am
17 Apr 2015|Here are top 10 stocks to focus on April 17|9.32 am
17 Apr 2015|Client ecosystem fairly strong; aim to lower attrition: TCS|9.02 am
17 Apr 2015|Q4 miss on poor macro, weak demand; bullish digital biz:TCS|8.05 am
16 Apr 2015|TCS Q4 rev falls 0.8%, adj net beats; full-yr growth at 15%|5.00 pm
16 Apr 2015|TCS announces one-time bonus worth Rs 2628 cr for employees|5.00 pm
16 Apr 2015|TCS Q4 nos to be inline with management guidance: Kotak Ins|3.48 pm
16 Apr 2015|Stay invested in TCS, says Hemen Kapadia|3.14 pm
16 Apr 2015|TCS may outperform, target Rs 3000 in 1 year: Hitesh Shah|12.02 pm
16 Apr 2015|Buy frontline IT stocks: TS Harihar|11.21 am
16 Apr 2015|TCS likely to deliver flat $ revenue growth in Q4: IDFC|10.38 am
16 Apr 2015|TCS Q4 net may rise to Rs 5483.6 cr: Motilal Oswal|9.19 am
16 Apr 2015|TCS Q4 PAT seen down at Rs 5396.4 cr: ICICIdirect|9.16 am
15 Apr 2015|TCS Q4 revenue seen flat at $3.94bn; margin hit likely|7.00 pm
15 Apr 2015|Kunj Bansal positive on IT|4.47 pm
15 Apr 2015|Gaurav Mehta positive on TCS, advises buying on dips|1.51 pm
13 Apr 2015|Enter bluechip IT companies with 3-4 yrs view: Dipan Mehta|2.01 pm
10 Apr 2015|Look at TCS: Nipun Mehta|4.39 pm
10 Apr 2015|Top IT stocks will continue uptrend: Sandeep Shenoy|11.30 am
09 Apr 2015|Rising $ to pull global IT spends down 1.3% in '15: Gartner|9.34 pm
08 Apr 2015|TCS FY15 results on April 16, 2015|9.42 pm
08 Apr 2015|Go long in TCS; short SBI: Rahul Mohindar|3.11 pm
07 Apr 2015|Buy Asian Paints, Indraprastha Gas, TCS: Gaurav Bissa|3.25 pm
04 Apr 2015|Wipro expands core strategy think tank|1.00 pm
01 Apr 2015|TCS to announce Q4 results on Apr 16; Infy to follow|4.16 pm
31 Mar 2015|﻿See robust growth in Q4 for HCL Tech, TCS : Kotak|2.00 pm
30 Mar 2015|Prefer Axis Bank, TCS: Mayuresh Joshi|5.09 pm
30 Mar 2015|Dipan Mehta cautious on software companies|2.18 pm
30 Mar 2015|TCS' court convened meeting of equity shareholders on April 28, 2015|8.46 am
27 Mar 2015|Prefer IT space: Mehraboon Irani|4.42 pm
27 Mar 2015|TCS launches smartphone app for analytics on UK polls|11.07 am
24 Mar 2015|Look at TCS, Wipro, Infosys: Mayuresh Joshi|4.55 pm
24 Mar 2015|Prefer Infosys, TCS: Rahul Mohindar|4.31 pm
24 Mar 2015|Buy TCS, target Rs 2700: Gaurav Bissa|2.37 pm
23 Mar 2015|Buy TCS: Sudarshan Sukhani|10.14 am
20 Mar 2015|Buy TCS, HDFC: Rahul Mohindar|3.26 pm
