date|text|time
29 Jun 2015|Bajaj Auto's Q1 results on July 23, 2015|4.25 pm
21 Jun 2015|Bajaj Auto to more than double Pulsar RS200 production|12.19 pm
19 Jun 2015|Intl Yoga Day: Biz lessons Bajaj learnt from BKS Iyengar|11.00 am
18 Jun 2015|Prefer Bajaj Auto, Hero Motocorp: Sudarshan Sukhani|4.45 pm
18 Jun 2015|Buy HDFC Bank, BPCL, Bajaj Auto: Sudarshan Sukhani|2.45 pm
17 Jun 2015|Buy Bajaj Auto, State Bank of India: Daljeet Singh Kohli|1.36 pm
12 Jun 2015|Look at Bajaj Auto: Prakash Diwan|4.46 pm
08 Jun 2015|Sell Bajaj Auto, says Sudarshan Sukhani|10.31 am
06 Jun 2015|Prefer Bajaj Auto over Tata Motors: Jai Bala|11.52 am
03 Jun 2015|Buy Tata Motors, advises Mahantesh Sabarad|2.03 pm
02 Jun 2015|Enter auto stocks for medium to long term: Sandeep Shenoy|10.48 am
02 Jun 2015|Bajaj May sales flat; entry-level segment sees traction|10.23 am
02 Jun 2015|Bajaj Auto sells 3.45 lakh units in May 2015 |10.15 am
01 Jun 2015|Tata Motors, TVS May sales grow 5-6%, Hero disappoints|11.12 am
26 May 2015|Look at two-wheeler space: Anish Damania|11.14 am
25 May 2015|Angel Broking neutral on Bajaj Auto|4.26 pm
23 May 2015|Look at Bajaj Auto: Anu Jain|11.30 am
22 May 2015|Above Rs 2300, Bajaj Auto may hit Rs 2350-2370: Rajat Bose|10.06 am
21 May 2015|Look at Bajaj Auto: Taher Badshah|4.40 pm
21 May 2015|Stay invested in Bajaj Auto: Sharmila Joshi|3.29 pm
21 May 2015|Buy Asian Paints, Axis Bank, Godrej Industries: Sukhani|2.50 pm
21 May 2015|Buy Bajaj Auto, advises Meghana Malkan|2.46 pm
21 May 2015|On track to achieve exports target set for FY16: Bajaj Auto|2.19 pm
21 May 2015|Bharat Gianani positive on Bajaj Auto, target Rs 2360|1.52 pm
21 May 2015|Buy Bajaj Auto, says Mihir Jhaveri|1.40 pm
21 May 2015|Bajaj Q4 below expectation; stk okay valuation-wise: Expert|1.07 pm
21 May 2015|Bajaj Auto recommends 500% dividend|12.23 pm
21 May 2015|Bajaj Auto Q4 net falls 18.5% on weak volume; expenses hurt|12.17 pm
21 May 2015|Buy Bajaj Auto on decline, says Sudarshan Sukhani|11.26 am
20 May 2015|Bajaj Auto Q4 net seen down 14%, low volume to drag revenue|3.42 pm
20 May 2015|Buy Bajaj Auto, Hero Motocorp on dips: Sudarshan Sukhani|11.12 am
19 May 2015|Bajaj Auto may move upto Rs 2550: Shubham Agarwal|9.40 am
16 May 2015|Enter Bajaj Auto between Rs 2140-2170: CK Narayan|11.28 am
15 May 2015|Buy Kotak Mahindra Bank, Tata Steel, Bajaj Auto: Mohindar|2.47 pm
12 May 2015|Prefer Tata Motors, Bajaj Auto, Exide: Jigar Shah|4.22 pm
12 May 2015|Expect upside of 3-4% in Bajaj Auto, Hero Moto: Chaturmohta|3.20 pm
12 May 2015|Prefer L&T, IDFC, Bajaj Auto: Nooresh Merani|3.00 pm
12 May 2015|Stay away from two-wheeler space: Sandeep Shenoy|11.56 am
12 May 2015|Short Bajaj Auto, advises Siddarth Bhamre|10.58 am
12 May 2015|Buy Bajaj Auto, target Rs 2550: Shubham Agarwal|9.41 am
11 May 2015|Bajaj to expand Chakan plant in Maha, aims 23% market share|6.43 pm
11 May 2015|Buy Bajaj Auto, says Sudarshan Sukhani|9.37 am
09 May 2015|2-wheeler sector outlook tepid but Eicher still best bet|4.59 pm
09 May 2015|Jai Bala positive on auto sector, prefers Bajaj Auto|12.04 pm
07 May 2015|24% GST rate would be good for govt, industry: Bajaj Auto|10.16 am
06 May 2015|Focus on frontline stocks, says Dilip Bhat|2.05 pm
05 May 2015|Look at two-wheeler companies for long term: Taher Badshah|10.34 am
04 May 2015|Accumulate Bajaj Auto: Mayuresh Joshi|4.53 pm
04 May 2015|Accumulate Bajaj Auto: Prayesh Jain|2.05 pm
04 May 2015|Buy Bajaj Auto, advises Sameet Chavan|1.51 pm
04 May 2015|Bajaj April sales surge 34% MoM to 3.36L; mkt share at 19%|10.44 am
30 Apr 2015|TVS Motor launches Phoenix 2015 edition at Rs 51,990|5.33 pm
30 Apr 2015|Remain invested in TVS Motor: Gaurang Shah|3.33 pm
30 Apr 2015|Sell ACC, Bajaj Auto, Zee Entertainment: Sudarshan Sukhani|2.48 pm
28 Apr 2015|Strengthen yourself from within: Rajiv Bajaj|3.57 pm
23 Apr 2015|Prefer Bajaj Auto, Tata Motors, Sterlite Tech: Jigar Shah|4.40 pm
23 Apr 2015|Look at two-wheeler sector: Anand Tandon|4.35 pm
22 Apr 2015|Sell Bajaj Auto, Reliance Capital, ICICI Bank: Sukhani|3.23 pm
20 Apr 2015|Sell Jubilant Food, Bajaj Auto, Sun TV: Sudarshan Sukhani|2.44 pm
20 Apr 2015|New plant soon, see April bike sales at 1.70 lk/unit: Bajaj|1.21 pm
17 Apr 2015|Look at Bajaj Auto, Hero Moto on dips: Mehraboon Irani|5.16 pm
17 Apr 2015|Here are top 10 stocks to focus on April 17|9.32 am
15 Apr 2015|Here are top 10 stocks to focus on April 15|9.16 am
14 Apr 2015|Bajaj launches Pulsar AS 200 and AS 150|3.48 pm
14 Apr 2015|Bajaj Auto's new Pulsar AS 200 priced at Rs 91,500 |2.49 pm
08 Apr 2015|Prefer Hero Moto over Bajaj Auto: Phani Sekhar|5.25 pm
08 Apr 2015|Look at auto sector: Anand Tandon|4.33 pm
06 Apr 2015|Bajaj Auto motorcycle sales dip 22% in March|1.22 pm
06 Apr 2015|Bajaj monthly sales slip again; 'turned the bend', says MD|10.41 am
06 Apr 2015|Bajaj Auto sells 2.50 lakh vehicles during March 2015|10.08 am
27 Mar 2015|Check out: Top investment picks by market experts|2.38 pm
26 Mar 2015|Bajaj Auto launches Pulsar RS 200|7.20 pm
26 Mar 2015|Here are top stocks to focus on March 26|8.47 am
25 Mar 2015|Bullish on 4 wheelers; like Maruti, Leyland: PL's Korde|1.34 pm
25 Mar 2015|Sell Bajaj Auto, advises Sudarshan Sukhani|9.49 am
24 Mar 2015|Bajaj Auto: Outcome of board meeting|4.52 pm
24 Mar 2015|Go long in Bajaj Auto, says Siddarth Bhamre|10.41 am
20 Mar 2015|Short Bajaj Auto, advises Amit Harchekar|3.26 pm
16 Mar 2015|Look at Hero Moto, Bajaj Auto: Mayuresh Joshi|4.37 pm
09 Mar 2015|Hero, Bajaj bottoming out; sales rebound seen: Barclays|9.41 am
02 Mar 2015|Nigeria, Sri Lanka exports to normalise in Mar: Bajaj Auto |12.50 pm
02 Mar 2015|Bajaj Auto motorcycle sales fall 21% in February|12.27 pm
28 Feb 2015|Union Budget 2015: Customs duty on commercial vehicles raised to 40% from 10%|1.17 pm
25 Feb 2015|Buy Bajaj Auto, Hero Motocorp: Devang Mehta|4.12 pm
24 Feb 2015|Short Bajaj Auto, says Amit Harchekar|2.59 pm
12 Feb 2015|Await new Avenger, Pulsars next month onwards: Bajaj Auto|10.18 pm
10 Feb 2015|Short Bajaj Auto, says Amit Harchekar|2.43 pm
06 Feb 2015|See double digit growth till FY16: Atul Auto|2.46 pm
06 Feb 2015|Basudeb Bannerjee positive on Eicher Motors, Tata Motors|1.53 pm
04 Feb 2015|Stay away from Bajaj Auto, says Sudarshan Sukhani|12.26 pm
02 Feb 2015|Exit Bajaj Auto, says Ambareesh Baliga|5.03 pm
02 Feb 2015|Maruti Jan sales rise 13.7%, Tata Motors posts 5% growth|2.56 pm
02 Feb 2015|Prefer auto stocks, says Ajay Argal|11.27 am
02 Feb 2015|Bajaj Auto Jan bike sales dip 12%, total sales fall 9%|10.30 am
27 Jan 2015|Short Bajaj Auto on bounce, says Siddarth Bhamre|10.30 am
22 Jan 2015|Buy Bajaj Auto, advises Manish Hathiramani|2.33 pm
22 Jan 2015|Accumulate Bajaj Auto; target of Rs 2556: Kotak Securities|11.56 am
19 Jan 2015|Hold Bajaj Auto; target of Rs 2570: Arihant capital|4.35 pm
15 Jan 2015|Domestic market share may hit 20% by March 2015: Bajaj Auto|3.20 pm
15 Jan 2015|Bajaj Auto Q3 nos beat estimates; cautious on stk: IIFL|2.57 pm
15 Jan 2015|Bajaj Auto Q3 net profit falls 4.8% to Rs 861.2 cr|1.29 pm
14 Jan 2015|Bajaj Auto Q3 profit seen down 6% to Rs 850 cr: Poll|3.52 pm
14 Jan 2015|Bajaj Auto Q3 PAT may dip 8.6% at Rs 766.3 cr: Kotak Sec|9.32 am
14 Jan 2015|Bajaj Auto Q3 net may rise 2.4% at Rs 926.4 cr: ICICIdirect|9.28 am
12 Jan 2015|Bajaj Auto may slip to Rs 2310-2305: Hemant Thukral|11.55 am
09 Jan 2015|Car sales up 2.46% in 2014; SIAM sees FY15 growth at 1%|6.55 pm
08 Jan 2015|Prefer Bajaj Auto over Hero Motocorp: Sharmila Joshi|3.57 pm
08 Jan 2015|Lot more scope for 2-wheeler growth across country: SIAM |12.05 pm
08 Jan 2015|Here are top 10 stocks to focus on January 08|8.48 am
05 Jan 2015|Has Bajaj Auto owned up to its strategic mistakes?|6.28 pm
03 Jan 2015|Hold Bajaj Auto; target of Rs 2500: Emkay|3.53 pm
02 Jan 2015|Bajaj Dec sales slip 3% to 2.86 lakh; co expects rise ahead|10.20 am
31 Dec 2014|Prefer Tata Motors, Maruti Suzuki: Dilip Bhat|11.17 am
31 Dec 2014|Buy Maruti Suzuki, Hero Motocorp: Sudarshan Sukhani|10.01 am
30 Dec 2014|Buy Bajaj Auto; target of Rs 2833: ICICIdirect|5.55 pm
26 Dec 2014|Keep Bajaj Auto in portfolio: Rajesh Agarwal|4.14 pm
26 Dec 2014|Prefer Bajaj Auto, says Amit Gupta|9.53 am
23 Dec 2014|Aim to sell 2.2 lk bikes/ month, increase mkt share: Bajaj|12.25 pm
22 Dec 2014|Dipan Mehta positive on banks, FMCG, auto space|2.12 pm
19 Dec 2014|Bajaj bags order from Sri Lankan govt for 1.25 lakh bikes|7.42 pm
18 Dec 2014|Prefer banking, IT, pharma stocks: Nirmal Jain|12.34 pm
17 Dec 2014|Prefer Bajaj Auto, says Anand Tandon|10.58 am
15 Dec 2014|Buy auto, bank stocks on correction: Sanjeev Prasad|11.23 am
02 Dec 2014|4 new launches to boost mkt share to 22%: Bajaj Auto|3.24 pm
02 Dec 2014|Bajaj Auto motorcycle sales down 6% in November|2.53 pm
02 Dec 2014|Short Tata Steel, Bajaj Auto, TVS Motor: Siddharth Bhamre|10.33 am
02 Dec 2014|Bajaj Auto may test Rs 2750: Rahul Mohindar|9.45 am
02 Dec 2014|Bajaj Auto sells 309259 units in November 2014|9.11 am
26 Nov 2014|Bajaj Auto may test Rs 2480-2500, says Ashish Chaturmohta|1.49 pm
26 Nov 2014|Expect 2% negative impact on Bajaj Auto's FY16 EPS: Quant|12.12 pm
20 Nov 2014|Buy Bajaj Auto, advises Sudarshan Sukhani|10.36 am
19 Nov 2014|Prefer Bajaj Auto, BPCL: Sudarshan Sukhani|11.00 am
18 Nov 2014|Autos, banks, telecom: Experts decode Q2FY15 performance|3.58 pm
18 Nov 2014|See strong H2; will sustain performance: TVS Srichakra|10.18 am
17 Nov 2014|Buy Bajaj Auto, says Rahul Shah|2.18 pm
13 Nov 2014|Buy Bajaj Auto, Hexaware, Lupin: Sudarshan Sukhani|2.52 pm
12 Nov 2014|Go long in Bajaj Auto, says Ashish Chaturmohta|2.17 pm
12 Nov 2014|Here are top 10 stocks to focus on November 12|8.38 am
03 Nov 2014|Downgraded M&M growth estimates; bullish on Maruti: IIFL|1.10 pm
03 Nov 2014|Oct sales good; mkt share may rise to 23% by April: Bajaj|10.50 am
03 Nov 2014|Bajaj Auto: Updates on sales data of October 2014|10.13 am
22 Oct 2014|Is Diwali proving to be auspicious for automotives?|8.41 pm
22 Oct 2014|Should you bet big on Hero Moto amid Diwali cheer?|4.59 pm
22 Oct 2014|Is Hero Motocorp best recovery play after record sales?|4.51 pm
22 Oct 2014|Buy Hero Motocorp, Bajaj Auto: Deven Choksey|1.05 pm
21 Oct 2014|Accumulate Bajaj Auto; target of Rs 2583: Angel Broking|3.44 pm
17 Oct 2014|Arihant capital neutral on Bajaj Auto; target of Rs 2248|4.18 pm
17 Oct 2014|Hold Bajaj Auto; target of Rs 2338: Sharekhan|4.17 pm
17 Oct 2014|LKP neutral on Bajaj Auto; target of Rs 2525|4.16 pm
17 Oct 2014|Prefer Bajaj Auto over Hero Motocorp: Amit Khurana|1.19 pm
17 Oct 2014|Accumulate Bajaj Auto; target of Rs 2452: PLilladher|12.06 pm
17 Oct 2014|Accumulate Bajaj Auto; target of Rs 2571: KRChoksey|10.56 am
17 Oct 2014|Accumulate Bajaj Auto; target of Rs 2597: Dolat Capital|9.56 am
16 Oct 2014|Hero Moto or Bajaj Auto: Which is best two-wheeler bet now?|5.57 pm
16 Oct 2014|Hero Motocorp or Bajaj Auto, which is the best play?|4.26 pm
16 Oct 2014|Buy Bajaj Auto; target of Rs 2423: Motilal Oswal|3.09 pm
16 Oct 2014|Accumulate Bajaj Auto, says Prayesh Jain|11.19 am
16 Oct 2014|To recover mkt share by June with EBITDA intact: Bajaj Auto|11.11 am
16 Oct 2014|Here's why Hero Moto is a better bet than Bajaj Auto|8.54 am
14 Oct 2014|Bajaj may fall 2-3% on mixed Q2 result: Prabhudas Lilladher|6.53 pm
14 Oct 2014|Bajaj Auto Q2 profit falls 29% on one time liability|5.56 pm
14 Oct 2014|Go long in Bajaj Auto, advises Ashish Chaturmohta|1.26 pm
14 Oct 2014|Bajaj Auto Q2 net may rise 5.7% at Rs 926.3 cr: P Lilladher|11.45 am
14 Oct 2014|Bajaj Auto Q2 net seen up at Rs 841.9cr: Motilal Oswal|11.12 am
13 Oct 2014|Should you buy Tata Motors post 8% fall in last 2 sessions?|5.09 pm
13 Oct 2014|Bajaj Auto Q2 profit seen up 4% to Rs 870 cr: Poll|5.08 pm
07 Oct 2014|Exports led Sept sales, helped gain mkt share: Bajaj Auto|11.15 am
01 Oct 2014|Buy Hero Motocorp, Bajaj Auto; sell L&T: Rahul Mohinder|3.10 pm
01 Oct 2014|Maruti Suzuki and Hero Moto best auto bets for now: Expert|3.00 pm
01 Oct 2014|Pick Tata Motors, Bajaj Auto: Deven Choksey|2.03 pm
01 Oct 2014|Bajaj Auto: Updates on sells in September 2014|11.45 am
29 Sep 2014|Super Six short term picks for September 29|8.20 am
24 Sep 2014|Bajaj Auto's Q2 results on October 14, 2014|2.39 pm
22 Sep 2014|Remain invested in Bajaj Auto: Phani Sekhar|4.50 pm
22 Sep 2014|Hold Bajaj Auto, says Kunal Bothra|3.32 pm
22 Sep 2014|Check out: Buying/selling ideas by market experts|2.42 pm
12 Sep 2014|Prefer Bajaj Auto, says Deven Choksey|12.00 pm
10 Sep 2014|Domestic car sales up 15.16%, bikes 14.45% in August|1.30 pm
09 Sep 2014|KTM, Bajaj launch superbikes RC200, RC390|3.51 pm
04 Sep 2014|Accumulate Bajaj Auto, Hero Motocorp: Mayuresh Joshi|5.15 pm
02 Sep 2014|Bajaj Auto: Updates on outcome of AGM|3.37 pm
02 Sep 2014|Prefer Bajaj Auto: Deven Choksey|2.59 pm
02 Sep 2014|Bajaj Auto eyes 4-lakh sales in Sept-Oct|10.56 am
02 Sep 2014|Bajaj Auto: Updates on sells data of August 2014|10.18 am
01 Sep 2014|Prefer Bajaj Auto, IOC: Parag Thakkar|6.18 pm
28 Aug 2014|4 auto manufacturers to invest Rs 11,510 cr in Maharashtra|8.41 pm
27 Aug 2014|Amit Gupta positive on Bajaj Auto|11.48 am
26 Aug 2014|Bajaj Auto may touch Rs 2550-2600: Mithil Pradhan|5.36 pm
26 Aug 2014|Go long in Bajaj Auto, says Ashish Chaturmohta|1.44 pm
22 Aug 2014|Buy Bajaj Auto, advises Yogesh Mehta|3.09 pm
21 Aug 2014|5 Indian firms among Forbes' most innovative companies|11.39 am
21 Aug 2014|Bajaj Auto may test Rs 2300-2400: Sudarshan Sukhani|10.34 am
20 Aug 2014|Buy Bajaj Auto 2200 Call: VK Sharma|10.35 am
18 Aug 2014|How did first quarter earnings look? 'Good but not great'|4.55 pm
18 Aug 2014|Hold Bajaj Auto, says Kunal Bothra|3.20 pm
18 Aug 2014|Stay invested in Bajaj Auto: Phani Sekhar|3.19 pm
18 Aug 2014|Bajaj Auto hikes wages by up to Rs 10,000/month|8.50 am
14 Aug 2014|Buy Bajaj Auto; target of Rs 2775: FinQuest|1.41 pm
14 Aug 2014|Super 6 intraday picks to make smart gains|8.33 am
11 Aug 2014|Mean Machines: New cars, bikes on Indian roads|6.31 pm
11 Aug 2014|To succeed globally, need to narrow product focus: Bajaj|5.00 pm
11 Aug 2014|Bajaj Auto launches Discover 150cc, starting Rs 51,720|4.21 pm
09 Aug 2014|Prefer Bajaj Auto, says Manish Sonthalia|1.58 pm
08 Aug 2014|July car sales up 5%; SIAM eyes 5-10% growth in FY15|4.29 pm
07 Aug 2014|Buy Bajaj Auto on dips: Sahil Kapoor|3.15 pm
06 Aug 2014|Why Violet Arc is bullish on Bajaj Auto, Colgate|3.58 pm
06 Aug 2014|Prefer Bajaj Auto, says Mithil Pradhan|2.20 pm
05 Aug 2014|Should Bajaj Auto make a come back in scooter segment?|5.21 pm
05 Aug 2014|Rajat Bose's top picks: Infy, Bajaj Auto, Hindalco, Biocon|4.57 pm
05 Aug 2014|Invest in Bajaj Auto, target of Rs 2500: Sharmila Joshi|3.46 pm
05 Aug 2014|Here's how to trade JSPL, Hero Moto, Coal India today|3.09 pm
05 Aug 2014|Super Six stocks you can bet on August 5|8.28 am
04 Aug 2014|Prefer Bajaj Auto, says Hitesh Goel|5.05 pm
04 Aug 2014|Worst over; motorcycle sales to grow 20% MoM: Bajaj Auto|12.06 pm
04 Aug 2014|Maruti best pick post July sales; target Rs 3000: Kotak|11.30 am
01 Aug 2014|IIFL to upgrade Maruti target price post strong July sales|11.42 am
01 Aug 2014|Super Six stocks you can bet on August 1|8.20 am
30 Jul 2014|Accumulate Bajaj Auto; target of Rs 2269: KRChoksey|2.51 pm
30 Jul 2014|Buy Bajaj Auto, advises Sudarshan Sukhani|11.08 am
25 Jul 2014|Arihant capital neutral on Bajaj Auto|6.45 pm
25 Jul 2014|Buy Bajaj Auto, says Siddharth Bhamre|4.57 pm
25 Jul 2014|Will TVS be able to hold on to Bajaj lead?|1.09 pm
25 Jul 2014|Bajaj Auto an underperformer, target of Rs 1830: LKP|12.28 pm
23 Jul 2014|Is lack of innovation hurting Bajaj Auto?|10.46 am
23 Jul 2014|Super six intraday picks to make smart gains|8.11 am
22 Jul 2014|Hold Bajaj Auto; target of Rs 2100: Emkay|11.36 am
22 Jul 2014|Go long in Bajaj Auto on dips: Siddharth Bhamre|10.37 am
21 Jul 2014|Hold Bajaj Auto; target of Rs 2195: Sharekhan|4.34 pm
21 Jul 2014|Buy Bajaj Auto; target of Rs 2400: ICICIdirect|12.43 pm
21 Jul 2014|Buy Bajaj Auto; target of Rs 2450: Religare Capital|12.40 pm
19 Jul 2014|Buy Bajaj Auto; target of Rs 2449: Dolat Capital|3.35 pm
18 Jul 2014|Bajaj Auto's disclosure of Voting results of AGM (Clause 35A)|8.31 pm
18 Jul 2014|Buy Bajaj Auto; target of Rs 2333: Motilal Oswal|4.00 pm
18 Jul 2014|Why is CLSA bullish on Bajaj Auto despite weak Q1?|12.05 pm
17 Jul 2014|Bajaj two-wheeler woes persist; Discover 150 next big hope |6.48 pm
17 Jul 2014|Expect margins in 19-20% range going forward: Bajaj Auto|3.15 pm
17 Jul 2014|Buy Bajaj Auto, advises Vishal Malkan|2.55 pm
17 Jul 2014|Hold Bajaj Auto, says Yogesh Mehta|1.40 pm
17 Jul 2014|Bajaj Auto Q1 weak; analyst say volumes may not fall ahead|1.10 pm
17 Jul 2014|Bajaj Auto Q1 net at Rs 740cr, operating profit margin weak|11.55 am
17 Jul 2014|Bajaj Auto Q1 PAT seen up 25.9% at Rs 928.9cr: ICICIdirect|9.56 am
17 Jul 2014|Bajaj Auto Q1 PAT seen down at Rs 828.7cr: P Lilladher|9.51 am
17 Jul 2014|Bajaj Auto Q1 net may dip 8% at Rs 767.2cr: Emkay|8.49 am
17 Jul 2014|Bajaj Auto Q1 profit seen up 11% to Rs 821 cr: Poll|7.00 am
08 Jul 2014|Book profits in Maruti, Hero Motocorp, Bajaj Auto: Mahajan|12.19 pm
04 Jul 2014|SP Tulsian positive on M&M, Tata Motors|4.37 pm
02 Jul 2014|Buy Bajaj Auto; target of Rs 2500: Religare Capital|1.11 pm
02 Jul 2014|Hold Bajaj Auto, says Kapil Singh|12.04 pm
02 Jul 2014|Bajaj Auto Jun sales down 13% as motorcycle sales fall 16%|10.32 am
01 Jul 2014|GM, Nissan, Renault losing market share to Maruti: Dealer|3.48 pm
30 Jun 2014|Go long in Adani Ports, Bajaj Auto: Sudarshan Sukhani|2.55 pm
26 Jun 2014|Bajaj Auto's AGM on July 17, 2014|7.00 pm
25 Jun 2014|Sudarshan Sukhani upbeat on Bajaj Auto, Maruti Suzuki|4.28 pm
25 Jun 2014|Jaitley extends excise cut for auto, cap goods till Dec 31|3.33 pm
25 Jun 2014|Go long in Bajaj Auto, says Sudarshan Sukhani|11.52 am
25 Jun 2014|Bajaj Auto's Q1 results on July 17, 2014|8.57 am
23 Jun 2014|Accumulate Bajaj Auto; target of Rs 2361: Kotak Securities|12.19 pm
20 Jun 2014|Accumulate Bajaj Auto; target of Rs 2228: PLilladher|1.00 pm
18 Jun 2014|Prefer auto, bank, oil & gas stocks: Taher Badshah|11.16 am
16 Jun 2014|Buy Bajaj Auto, advises Sudarshan Sukhani|3.20 pm
13 Jun 2014|Prefer Bajaj Auto over Hero Motocorp, says Rajesh Agarwal|5.17 pm
13 Jun 2014|Buy Reliance Industries, Bajaj Auto: Deven Choksey|11.41 am
10 Jun 2014|Buy Bajaj Auto; target of Rs 2320: ICICIdirect.com|5.32 pm
10 Jun 2014|Prefer HDFC, Bajaj Auto: Abhijit Paul|2.58 pm
10 Jun 2014|Bajaj Auto may go upto Rs 2295: Amit Harchekar|2.53 pm
09 Jun 2014|Buy Hero Motocorp on dips: Sukhani|5.26 pm
09 Jun 2014|Prefer capital goods, auto stocks: Atul Suri|9.08 am
04 Jun 2014|Prefer auto, auto ancillaries, energy: Ridham Desai|11.59 am
03 Jun 2014|Pramod Gubbi positive on auto space|5.36 pm
03 Jun 2014|Bajaj Auto may touch Rs 2290: Amit Harchekar|3.02 pm
03 Jun 2014|Bajaj Auto may move up to Rs 2050: Siddharth Bhamre|11.32 am
02 Jun 2014|Prefer Hero Motocorp, Bajaj Auto: Sanjeev Prasad|3.11 pm
02 Jun 2014|May market share stable at 19%, 3-whlr sales seen up: Bajaj|11.44 am
02 Jun 2014|Prefer IT, auto stocks: Harendra Kumar|11.44 am
02 Jun 2014|Bajaj Auto likely to see upside, says Sukhani|11.32 am
26 May 2014|Hold Bajaj Auto: Ventura|2.47 pm
22 May 2014|Buy Bajaj Auto; target of Rs 2323: Angel Broking|6.57 pm
22 May 2014|Hold Bajaj Auto, says Hemen Kapadia|4.58 pm
21 May 2014|Bajaj Auto eyes 280,000 units export target for 3-wheeler|6.30 pm
21 May 2014|Avoid Bajaj Auto, advises Sudarshan Sukhani|5.20 pm
21 May 2014|Buy Bajaj Auto, advises Jagdish Malkani|5.12 pm
21 May 2014|Hold Bajaj Auto, eClerx Services: Emkay|4.56 pm
21 May 2014|Accumulate Bajaj Auto; target of Rs 2144: Dolat Capital|4.52 pm
21 May 2014|Hold Bajaj Auto; target of Rs 2010: Arihant capital markets|12.43 pm
21 May 2014|Buy Bajaj Auto; target of Rs 2300: ICICIdirect|11.48 am
20 May 2014|Bajaj Auto an underperformer, target of Rs 1830: LKP|4.45 pm
19 May 2014|Accumulate Bajaj Auto; target of Rs 2032: PLilladher|5.19 pm
19 May 2014|Buy Bajaj Auto; target of Rs 2162: Sharekhan|12.49 pm
16 May 2014|Prefer infra, banking, auto stocks: Vibhav Kapoor|4.25 pm
16 May 2014|Hold Bajaj Auto; target of Rs 2100: Karvy|3.49 pm
15 May 2014|Stable govt may help revive Bajaj's urban demand: Analyst|4.10 pm
15 May 2014|New Discover to address market share issues: Bajaj Auto|3.41 pm
11 Apr 2014|Buy Maruti, Bajaj Auto, SBI, BoB: Deven Choksey|11.35 am
07 Apr 2014|Short Bajaj Auto, says Hemant Thukral|10.29 am
02 Apr 2014|Bajaj aims to regain 24% market share this quarter|1.43 pm
02 Apr 2014|Bajaj Auto sells 3.04 lakh units in March 2014|9.34 am
31 Mar 2014|Bajaj Auto's FY14 results on May 15, 2014|2.41 pm
28 Mar 2014|Renault not to partner Bajaj; holds plans of low cost cars|5.47 pm
20 Mar 2014|Bajaj Auto may test Rs 2040: Sudarshan Sukhani|10.33 am
18 Mar 2014|Bajaj Auto may touch Rs 2054: Abhijit Paul|3.09 pm
11 Mar 2014|Super six stocks ideas to liven up your trade|8.23 am
10 Mar 2014|SIAM sees growth in autos only after GDP recovers to 6%|1.13 pm
07 Mar 2014|Bajaj Auto launches new Discover 125|6.26 pm
07 Mar 2014|SP Tulsian bullish on real estate space|4.49 pm
07 Mar 2014|Super Six short term picks for March 07|8.27 am
04 Mar 2014|Riding on scooter growth, to expand lead over rivals: Honda|6.11 pm
04 Mar 2014|Two-wheeler race: Honda scooters help widen lead over Bajaj|5.19 pm
04 Mar 2014|Buy Bajaj Auto; may touch Rs 2050-2080: SP Tulsian|4.24 pm
03 Mar 2014|Finally, some green shoots for the battered auto industry?|2.50 pm
03 Mar 2014|Banking on new Discover, duty cut won't revive auto: Bajaj|12.12 pm
03 Mar 2014|Bajaj Auto sales dip 7 pct in January at 3 lakh|10.55 am
03 Mar 2014|Bajaj Auto sells 313294 units in February 2014|9.54 am
20 Feb 2014|Bajaj to deepen Kawasaki, KTM JVs to lift exports: Exec|9.04 am
19 Feb 2014|Prefer Maruti, M&M, Tata Motors: Jigar Shah|5.00 pm
18 Feb 2014|Auto cos unlikely to gain much from excise duty cut: Citi|9.45 am
17 Feb 2014|Interim Budget: Tax laws unchanged; excise duty for some sectors slashed|12.34 pm
12 Feb 2014|Go long in Maruti Suzuki, Tata Motors, Bajaj Auto: Tulsian|5.50 pm
11 Feb 2014|'Plan cleared for allowing plying of Quadricycles'|3.49 pm
10 Feb 2014|Top 10 stocks that should be on your radar|10.20 am
05 Feb 2014|Auto Expo starts; what to expect in terms of new launches?|8.32 am
05 Feb 2014|Prefer Maruti Suzuki, Bajaj Auto: Jigar Shah|8.30 am
05 Feb 2014|Super Six short term picks for February 5|8.29 am
04 Feb 2014|Plan to launch higher version of KTM Duke 390: Bajaj Auto|1.37 pm
04 Feb 2014|6 stocks likely to see lot of action today|8.35 am
03 Feb 2014|Prefer Tata Motors, M&M: Neeraj Deewan|5.52 pm
03 Feb 2014|SP Tulsian positive on Bajaj Auto|5.51 pm
03 Feb 2014|See Maruti revival in H2FY15; bullish on Bajaj, Hero: IIFL|3.40 pm
03 Feb 2014|Bajaj Auto Jan sales down 8%, exports growth silver lining|10.41 am
03 Feb 2014|Bajaj Auto total sales at 318171 in January 2014 |9.33 am
30 Jan 2014|Buy Bajaj Auto 1950 call, sell 2 lots of 2000 calls: Desai|8.55 am
29 Jan 2014|Maruti Suzuki may slip to Rs 1475: Rohan Korde|5.29 pm
29 Jan 2014|Buy Bajaj Auto at around Rs 1860-1870: Shardul Kulkarni|4.27 pm
31 Dec 2013|Buy Bajaj Auto, says Pritesh Mehta|5.27 pm
31 Dec 2013|No plans to withdraw bank licence application: Sanjiv Bajaj|2.31 pm
30 Dec 2013|Buy Bajaj Auto, advises Pritesh Mehta|4.48 pm
