date|text|time
05 Apr 2016|UK minister rushing to India to hold talks with Tata Group|6.22 pm
05 Apr 2016|Sanjeev Gupta says not yet engaged with Tata UK stakeholders|1.04 pm
05 Apr 2016|Workers union seeks govt support to Tata Steel UK plant|7.32 am
05 Apr 2016|UK Business minister to meet Cyrus Mistry|7.30 am
04 Apr 2016|Reviewing shutdown of UK plants on priority, says Tata Steel|4.36 pm
04 Apr 2016|Buy Tata Steel, Bata India; sell PFC: Sudarshan Sukhani|2.37 pm
04 Apr 2016|Tata steel closure would tear hole in UK mfg supply chain|8.59 am
04 Apr 2016|British government pledges support for crisis-hit steel plants|7.46 am
03 Apr 2016|Steel tycoon Gupta keen to buy Tata Steel's Port Talbot units|4.16 pm
02 Apr 2016|Tata Steel workers confront British business minister|12.08 pm
01 Apr 2016|Tata Steel registers 8.34% sales growth in 2015-16|10.28 pm
01 Apr 2016|Fitch downgrades Tata Steel group, puts it on rating watch|8.24 pm
01 Apr 2016|Tata Steel eyes buying parts of Germany's ThyssenKrupp: report|5.00 pm
01 Apr 2016|UK biz sale to ease pressure on Tata Steel's ops: Moody's|3.24 pm
01 Apr 2016|Bharti Airtel may test Rs 310--315: Ashwani Gujral|2.07 pm
01 Apr 2016|Tata Steel in talks to take stake in Thyssenkrupp's Europe unit|12.11 pm
31 Mar 2016|Short L&T, Tata Steel; go long in ICICI Bank: Siddarth Bhamre|4.10 pm
31 Mar 2016|Buy Tata Steel, EID Parry, UPL: Ashwani Gujral|9.41 am
31 Mar 2016|Tata Steel restructuring move +ve; not enough for upgrade: S&P|9.20 am
30 Mar 2016|Tata Steel UK exit: Trade unions call for nationalisation|7.48 pm
30 Mar 2016|Despite UK biz sale, Tata Steel says don't regret buying Corus|5.00 pm
30 Mar 2016|Buy UltraTech Cement, avoid Tata Steel: Sudarshan Sukhani|10.34 am
30 Mar 2016|Tata Steel to consider sale of entire UK business to stem losses|8.00 am
29 Mar 2016|Exit SAIL, prefer Hindalco, Tata Steel: Vijay Chopra|2.33 pm
28 Mar 2016|Metal stocks expensive, won't recommend buying: Religare|4.14 pm
28 Mar 2016|Buy HUL, Jet Airways; sell Tata Steel: Sameet Chavan|12.04 pm
28 Mar 2016|Tata to decide fate of its two UK steel plants this week|7.44 am
26 Mar 2016|Lenders approach Tata Group, JSW to buy out Essar Steel|4.17 pm
23 Mar 2016|Buy Infosys, Tata Steel; sell Kaveri Seed: Ashwani Gujral|3.11 pm
23 Mar 2016|Sell Lupin; buy Tata Steel, Sun TV: Sudarshan Sukhani|3.11 pm
23 Mar 2016|Steep steel price hikes unlikely; neutral JSW Steel: Jefferies|12.24 pm
23 Mar 2016|Buy Tata Steel, Vedanta: Sudarshan Sukhani|9.49 am
21 Mar 2016|Buy Hindalco Industries, Bharat Forge: Sudarshan Sukhani|9.34 am
21 Mar 2016|Thousands of Tata Steel UK staff fear rejection of rescue plan|7.58 am
19 Mar 2016|Tata Steel expects Rs 20,000 cr investment in Gopalpur SEZ|3.20 pm
18 Mar 2016|Sell Marico, NCC; buy Tata Steel: Ashwani Gujral|1.49 pm
18 Mar 2016|Six trading stocks for short term gain|8.50 am
17 Mar 2016|Steel industry to see better days, worst behind us: Tata Steel|3.32 pm
16 Mar 2016|Buy BoB, Tata Steel; sell HUL: Ashwani Gujral|11.59 am
16 Mar 2016|Sell HCL Tech; buy Shree Renuka, Tata Steel: Ashwani Gujral|9.19 am
15 Mar 2016|Buy SBI, BPCL, Tata Steel: Ashwani Gujral|2.42 pm
15 Mar 2016|Buy Pipavav Defence, Sadbhav Engineering, Jet Airways: Gujral|1.39 pm
14 Mar 2016|Buy Marico, HUL, BoB, Tata Motors DVR: Ashwani Gujral|10.53 am
11 Mar 2016|Tata Steel eyes Odisha plant integrated production by September|9.32 am
10 Mar 2016|Buy Ajanta Pharma, DHFL, REC, Britannia, SKS Micro: Gujral|11.24 am
10 Mar 2016|See underlying credit growth at 13-14%: Yes Bank|10.32 am
09 Mar 2016|Buy Tata Motors, SBI, Kotak Mahindra Bank: Ashwani Gujral|3.25 pm
09 Mar 2016|Short metals, stay away from Maruti Suzuki: Sudarshan Sukhani|11.33 am
09 Mar 2016|Buy Kaveri Seed, short Ceat: Rajat Bose|11.05 am
09 Mar 2016|Buy Adani Ports, IOC, UltraTech Cement: Ashwani Gujral|9.00 am
08 Mar 2016|Buy M&M Financial, Hexaware, Jai Corp, Chennai Petro: Gujral|11.04 am
05 Mar 2016|Essar Steel successfull bidder in 1st E-auction of ore block|11.11 am
04 Mar 2016|Buy Tata Motors, Tata Steel, L&T: Rajat Bose|9.58 am
03 Mar 2016|Buy SBI, Tata Steel, Maruti, Pidilite, Voltas: Gujral|11.26 am
03 Mar 2016|Buy Infosys, Tata Steel, Hindalco, Vedanta, Axis Bank: Sukhani|10.05 am
03 Mar 2016|6 stocks likely to see lot of action today|9.12 am
02 Mar 2016|Sell Tata Steel on rise, says Pankaj Jain|3.21 pm
02 Mar 2016|Tata Steel gets green nod for Rs 1,877 cr expansion project|2.12 pm
02 Mar 2016|Buy PSU banks, Tata Steel, Hindalco: Sudarshan Sukhani|9.44 am
25 Feb 2016|Tata Steel may head lower: Sudarshan Sukhani|10.15 am
25 Feb 2016|Buy Castrol; HCL Tech may hit Rs 795, Dr Reddy's Rs 2900: Gaba|9.36 am
22 Feb 2016|LIC buys shares worth Rs 10,400 cr in 18 Sensex cos in Q3|3.22 pm
19 Feb 2016|Buy M&M, Tata Steel, Hero Moto: Manish Hathiramani|1.50 pm
18 Feb 2016|Buy Tata Steel, Balrampur Chini: Sudarshan Sukhani|11.30 am
18 Feb 2016|Buy Sun Pharma, Cairn, Tata Steel, BoB, Torrent Pharma: Gujral|10.02 am
18 Feb 2016|6 trading stocks for short term gain|9.00 am
16 Feb 2016|Super Six stocks you can bet on February 16|9.16 am
15 Feb 2016|Sell Tata Steel, GAIL, IRB Infra: Sudarshan Sukhani|10.09 am
15 Feb 2016|Tata Steel SEZ to invest over Rs 2,000 cr in developing infra|7.28 am
11 Feb 2016|Moody's downgrades Tata Steel credit rating|6.42 pm
10 Feb 2016|Short HDFC, TVS Motor, Tata Steel: Aditya Agarwal|12.13 pm
10 Feb 2016|Sell Tata Steel, Hindalco; Divis Lab may head lower: Sukhani|10.39 am
08 Feb 2016|Prefer JSPL, JSW Steel, Tata Steel: Ajay Bodke|12.46 pm
08 Feb 2016|Buy Vedanta, Hindalco; PNB looks good: Rajat Bose|10.01 am
05 Feb 2016|What's driving Tata Steel post Q3 loss, bearish analysts|2.17 pm
05 Feb 2016|MIP on steel products to aid the ailing sector; like JSW Steel|2.09 pm
05 Feb 2016|Sell Tata Steel, says Rajat Bose|9.44 am
05 Feb 2016|Short Adani Power, Arvind may test Rs 280: Prakash Gaba|9.27 am
05 Feb 2016|Tata Steel consolidated Dec '15 sales at Rs 28,039.02 crore|8.34 am
04 Feb 2016|Tata Power's JV commissions 120 MW Zambia project|7.47 pm
04 Feb 2016|Tata Steel Q3 disappoints; posts cons net loss of Rs 2127 cr|6.38 pm
04 Feb 2016|Sell Tata Steel, Glenmark; buy Asian Paints: Sudarshan Sukhani|2.36 pm
04 Feb 2016|Asian Paints may test Rs 908; sell Tata Steel: Rajat Bose|11.16 am
03 Feb 2016|Tata Steel may post Q3 loss at Rs 1000 cr on lower metal prices|5.22 pm
02 Feb 2016|Short HPCL, Tata Steel may hit Rs 240; buy Apollo Hospital: Gaba|10.57 am
29 Jan 2016|Sell Larsen & Toubro, Tata Steel: Rajat Bose|9.25 am
22 Jan 2016|Buy IGL, Tata Steel, LIC Housing, BHEL: Rajat Bose|2.45 pm
21 Jan 2016|Tata Steel scales down iron ore mining at Canada facility|3.45 pm
21 Jan 2016|Go long in Tata Steel, says Simi Bhaumik|12.23 pm
21 Jan 2016|Tata Steel, Quebec govt ink pact to develop iron ore deposits|9.27 am
20 Jan 2016|Don't expect additional steel imports from China: Tata Steel|10.27 pm
20 Jan 2016|Buy Hero Moto, Marico; sell Tata Steel: Sudarshan Sukhani|9.45 am
18 Jan 2016|Jet Airways may head lower; buy HPCL, BPCL on dips: Sukhani|4.00 pm
18 Jan 2016|Tata Steel to cut 1,050 jobs in Britain: Report|7.43 am
16 Jan 2016|Tata Steel Welsh unit fears job losses|1.48 pm
15 Jan 2016|Indian-origin family firm eyes Tata Steel Scottish plants|9.03 am
14 Jan 2016|Sell metal stocks, PSU banks: Sudarshan Sukhani|9.19 am
13 Jan 2016|Sell Tata Steel, Rel Infra; Jet Air may test Rs 800: Rajat Bose|9.51 am
11 Jan 2016|Tata Steel sales up 10% at 2.35 MT in Dec qtr, output up 11%|4.03 pm
11 Jan 2016|Tata Steel: Updates Q3 FY2016 production & sales data|2.39 pm
11 Jan 2016|Sell Jubilant Foodworks, metal stocks: Sudarshan Sukhani|11.02 am
07 Jan 2016|Tata's Odhisa steel plant to begin commercial prodn from Apr|8.30 pm
06 Jan 2016|Adani Power may hit Rs 38, Jet Airways Rs 757: Rajat Bose|11.36 am
06 Jan 2016|Buy SAIL, Capital First may hit Rs 439: Rajat Bose|10.52 am
06 Jan 2016|BoB may test Rs 140, expect correction in Tata Steel: Rajat Bose|9.44 am
05 Jan 2016|Tata Steel may test Rs 350-360: Kunal Bothra|4.17 pm
05 Jan 2016|Stay short in banks, Tata Motors looks weak: Rajat Bose|1.16 pm
31 Dec 2015|Tata Steel may test Rs 270: Simi Bhaumik|2.13 pm
31 Dec 2015|See selling pressure in metal space: Hemant Thukral|11.16 am
30 Dec 2015|Buy Tata Power, avoid Tata Steel: Sudarshan Sukhani|1.44 pm
30 Dec 2015|Tata Steel may slip below Rs 250: Rajat Bose|12.20 pm
29 Dec 2015|Sun Pharma has resistance around Rs 840-850: Kunal Bothra|5.22 pm
29 Dec 2015|Book profits in Tata Steel, says Rajat Bose|11.57 am
28 Dec 2015|Book profits in Tata Steel, says Sukhani|12.45 pm
25 Dec 2015|Buy Tata Steel, JSW Steel, Hindalco on dip: Sukhani|11.07 am
24 Dec 2015|Tata Steel Q3 results on Feb 04, 2016|9.04 pm
24 Dec 2015|Buy Tata Steel on dips, says Rajat K Bose|12.47 pm
24 Dec 2015|Buy Hindalco Industries 82.50 Call, says Chandan Taparia|10.54 am
23 Dec 2015|Tata Steel may slip to Rs 150, says SP Tulsian|5.45 pm
23 Dec 2015|Tata Steel may correct, says Mayuresh Joshi|11.24 am
23 Dec 2015|Buy Tata Steel, says Sudarshan Sukhani|10.31 am
22 Dec 2015|In talks to sell UK unit to Greybull Capita: Tata Steel|4.50 pm
22 Dec 2015|Go long in Vedanta, says Siddarth Bhamre|12.05 pm
22 Dec 2015|6 trading bets that can fetch you handsome returns|8.57 am
21 Dec 2015|Exit Tata Steel, says Ambareesh Baliga|4.44 pm
21 Dec 2015|Buy Hero Motocorp, PFC, Tata Steel: Sudarshan Sukhani|2.39 pm
21 Dec 2015|Buy Tata Steel, says Sudarshan Sukhani|12.08 pm
21 Dec 2015|Tata Motors only Indian firm on top-50 global R&D list|10.20 am
18 Dec 2015|Like Hindalco, buy ABB above Rs 1190: Rahul Mohindar|11.24 am
18 Dec 2015|Tata Steel may test Rs 264.75, says Rajat Bose|10.08 am
17 Dec 2015|Like SAIL, see upside of 30-35%: Kunal Bothra|4.27 pm
16 Dec 2015|Go long in Tata Steel, on verge of breakout: Sukhani|10.08 am
15 Dec 2015|Tata Steel may test Rs 251, Sun Pharma Rs 815: Rajat Bose|11.56 am
15 Dec 2015|Hindalco Industries may test Rs 84-85, says Siddarth Bhamre|9.52 am
14 Dec 2015|Tata Steel launches two new innovative products|9.51 pm
14 Dec 2015|Avoid Tata Steel, says Ambareesh Baliga|5.00 pm
14 Dec 2015|Hold Tata Steel, target Rs 275-295: Vishal Malkan|4.19 pm
14 Dec 2015|Stay away from steel stocks: Ajay Bodke|11.19 am
11 Dec 2015|Go long in Bosch, Tata Steel; L&T looks weak: Prakash Gaba|11.45 am
11 Dec 2015|6 trading stocks for short term gain|8.51 am
08 Dec 2015|Stock picks by Simi Bhaumik that can yield handsome returns|11.04 am
07 Dec 2015|'Domestic steel prices fall on muted demand, cheap imports'|7.04 pm
07 Dec 2015|Tata Group eyes $350 billion market cap by 2025|1.09 pm
07 Dec 2015|Prakash Gaba's stock picks that can fetch handsome returns|11.18 am
03 Dec 2015|Look at Amtek Auto, target Rs 63 in 6 months: SP Tulsian|3.36 pm
03 Dec 2015|Downbeat on metal stocks, sell on rally: Sudarshan Sukhani|9.43 am
02 Dec 2015|Go long in Tata Steel, target Rs 258: Aditya Agarwal|2.04 pm
02 Dec 2015|Prefer Tata Steel, Vedanta may move by 3-5%: Hemant Thukral|11.57 am
02 Dec 2015|Pick BPCL, can retest Rs 965-970: Hemant Thukral|10.59 am
02 Dec 2015|Go long in Tata Steel, Hindalco, Vedanta: Sudarshan Sukhani|10.06 am
02 Dec 2015|Super Six: Top chart picks for December 2|8.52 am
01 Dec 2015|See 5-8% upside in Tata Steel, Hindalco: Rahul Mohindar|4.26 pm
01 Dec 2015|Buy Tata Steel, BPCL: Manas Jaiswal|3.28 pm
30 Nov 2015|Exit Tata Steel on rallies, says Ashu Madan|3.51 pm
30 Nov 2015|Buy Tata Steel, says Simi Bhaumik|3.49 pm
30 Nov 2015|Avoid Tata Steel, says Sudarshan Sukhani|10.42 am
24 Nov 2015|Short Tata Steel, says Siddarth Bhamre|8.43 am
20 Nov 2015|Tata Steel engages with 2000 tribals at a conclave|9.56 pm
18 Nov 2015|Stay away from metal stocks: Sudarshan Sukhani|11.24 am
17 Nov 2015|Steel prices to fall by in Rs 1-1.5K/tn in Q3: Tata Steel|4.00 pm
17 Nov 2015|Several parties interested in Tata Steel's UK-based unit|8.00 am
16 Nov 2015|Tata Steel wants to sell UK plant: Report|9.18 am
16 Nov 2015|Jindal Steel to cut costs after Q2 loss|8.57 am
13 Nov 2015|Rahul Mohindar negative on Tata Steel|5.04 pm
13 Nov 2015|Buy Hindalco on dips, avoid Tata Steel: Rahul Mohindar|2.59 pm
13 Nov 2015|Reduce Tata Steel; target Rs 203: Arihant Capital|12.26 pm
13 Nov 2015|Green nod to Tata Steel's Rs185cr Odisha project |9.29 am
12 Nov 2015|Neutral on Tata Steel: Angel Broking|4.56 pm
10 Nov 2015|Tata Steel announces partnership with IDC in Middle East|12.37 pm
09 Nov 2015|Sell Tata Steel; target of Rs 196:Dolat Capital|2.46 pm
09 Nov 2015|Hold Tata Steel;target of Rs 200:ICICI Direct|1.32 pm
09 Nov 2015|Tata Steel seeks price cuts from suppliers: Newspaper|9.01 am
06 Nov 2015|Moody's downgrades Tata Steel outlook to negative|9.06 pm
06 Nov 2015|Tata Steel to press ahead with cuts as China exports bite|8.08 am
06 Nov 2015|Tata Steel Q2 profit up 22% on other income, Europe hurts|12.48 am
04 Nov 2015|Tata Steel Q2 PAT, EBITDA may tank 32%; stake sale may aid|6.06 pm
03 Nov 2015|Go long in Tata Steel 230 Put, says Gaurav Bissa|1.29 pm
02 Nov 2015|Sell Hindalco, JSW Steel, Tata Steel: Sudarshan Sukhani|12.39 pm
28 Oct 2015|Indian defence-based co to partner UK firm to set up unit|8.02 pm
24 Oct 2015|Tata Steel, Britain offer more aid to steel town|1.05 pm
24 Oct 2015|Jyotivardhan Jaipuria bearish on metal stocks|12.46 pm
21 Oct 2015|Exit Tata Steel on rally, like IndusInd Bank: Rakesh Bansal|12.12 pm
21 Oct 2015|May cut about 1,200 UK jobs in restructuring: Tata Steel|7.48 am
21 Oct 2015|UK steel sect imploding, Tata Steel blames Chinese imports|7.48 am
20 Oct 2015|Restructuring announced at Tata Steel's Long Products Europe business|3.11 pm
20 Oct 2015|Short Tata Steel, target Rs 218-220: Siddarth Bhamre|12.17 pm
19 Oct 2015|Lack of structural changes dragging demand: Tata Metaliks|12.58 pm
19 Oct 2015|Tata Sponge Iron Q2 net plunges 75% to Rs 5.69 crore|10.26 am
19 Oct 2015|Tata Metaliks Q2 net loss narrows to Rs 10 lakh|10.26 am
19 Oct 2015|Global steel slowdown: India may buck trend, feels WSA|9.33 am
15 Oct 2015|Hold Tata Steel for long term: Hemen Kapadia|3.22 pm
15 Oct 2015|Sell Tata Steel, advises CA Rudramurthy BV|2.13 pm
15 Oct 2015|Tata Steel, Hindalco short selling ideas: Sudarshan Sukhani|1.23 pm
15 Oct 2015|Look at metal stocks, says Sudarshan Sukhani|9.59 am
14 Oct 2015|Bull's Eye: Buy MRPL, Rel Cap, MCX, Bharat Forge, Praj Ind|7.56 am
13 Oct 2015|Avoid Vedanta, advises CA Rudramurthy|4.21 pm
13 Oct 2015|Buy Camlin Fine, FIEM Ind; sell Tata Steel: CA Rudramurthy|2.42 pm
13 Oct 2015|Look at Tata Steel, Tata Motors, Bharat Forge: CK Narayan|12.27 pm
12 Oct 2015|Top buzzing midcap stocks to trade on October 12|1.34 pm
12 Oct 2015|Exit commodity stocks, says Dipan Mehta|10.48 am
10 Oct 2015|Tata Steel sales up 10% at 2.33 MT in Jul-Sept|12.47 pm
08 Oct 2015|Buy Tata Steel, DLF: Maghana Malkan|3.18 pm
08 Oct 2015|Vedanta top pick; positive on Coal India: Elara|1.52 pm
08 Oct 2015|Top buzzing midcap stocks to trade on October 8|1.22 pm
08 Oct 2015|Avoid metals, Bosch: Sudarshan Sukhani|11.11 am
07 Oct 2015|Hold Tata Steel, says Sharmila Joshi|4.32 pm
07 Oct 2015|Cautious on metal sector, says Sudip Bandopadhyay|3.15 pm
30 Sep 2015|Sell Tata Steel 190 Put, 230 Call: Krish Subramanyam|3.59 pm
30 Sep 2015|Realty mkt may open up post RBI rate cut: Oberoi Realty|10.20 am
30 Sep 2015|More bad news for Tata Motors as S&P outlook cut to stable |10.00 am
24 Sep 2015|Tata Steel Q2 results on Nov 05, 2015|9.21 pm
21 Sep 2015|Demand revival, not import duty, can save steel sector: S&P|7.46 pm
21 Sep 2015|Tata Steel raises Rs 4,000 cr via non-core asset sale|9.27 am
18 Sep 2015|Tata Steel to sell shares in Tata Motors worth $188 mn|8.10 am
16 Sep 2015|Prefer Tata Steel, says Vishal Malkan|3.46 pm
16 Sep 2015|Buy Tata Steel 230 Put, advises Aditya Agarwal|2.40 pm
16 Sep 2015|Tata Steel gets green nod for expansion of Jamshedpur mill|2.15 pm
16 Sep 2015|See lower levels in PSU banks, metals, real estate: Sukhani|11.33 am
15 Sep 2015|Sell Tata Steel, Bharat Forge: Manas Jaiswal|3.13 pm
15 Sep 2015|Tata Steel may test Rs 260-270 in short term: CK Narayan|1.10 pm
14 Sep 2015|Buy CESC, Tata Steel: Vishal Malkan|3.14 pm
10 Sep 2015|Tata Steel, Nalco, Hindalco leaders in metal space: Baliga|11.32 am
10 Sep 2015|Metals, short selling idea: Sudarshan Sukhani|10.46 am
10 Sep 2015|JSW Steel to gain most from safeguard duty: Sunidhi Sec|10.39 am
09 Sep 2015|Top buzzing midcap stocks to trade on September 9|1.11 pm
07 Sep 2015|Sell Century Textiles; buy Tata Steel: Vishal Malkan|3.17 pm
30 Aug 2015|Tata's revenue rises to 8.8 bn; headcount crosses 6 lakh|1.33 pm
28 Aug 2015|Cautious on metal space: Neeraj Dewan|4.18 pm
26 Aug 2015|Tata Steel to mothball Wales plant, cut 250 jobs|9.46 pm
26 Aug 2015|Sell Tata Steel, Hindalco on rally: Sudarshan Sukhani|9.54 am
25 Aug 2015|Short Tata Seel, target Rs 180: Sacchitanand Uttekar|2.23 pm
25 Aug 2015|Sell Tata Steel, Vedanta: Shubham Agarwal|10.01 am
21 Aug 2015|Remain invested in Tata Steel: Manav Chopra|3.34 pm
20 Aug 2015|Tata Steel to raise Rs 1,500cr via short-term debt notes|9.54 pm
20 Aug 2015|Angel Broking neutral on Tata Steel|4.25 pm
19 Aug 2015|Steel stocks may see 20-30% upside: Amit Khurana|1.15 pm
18 Aug 2015|Avoid metal space, says Yogesh Mehta|3.56 pm
17 Aug 2015|Short Tata Steel, Hindalco; see more downside: Sukhani|11.39 am
13 Aug 2015|Tata Steel shareholders clear proposal to raise Rs 10k cr|9.24 pm
13 Aug 2015|Hold Tata Steel; target of Rs 250: ICICIdirect|5.03 pm
12 Aug 2015|Steel sector under pressure; China main culprit: Tata Steel|4.59 pm
12 Aug 2015|Buy IGL Aug futures, sell 500 Call: Krish Subramanyam|1.02 pm
12 Aug 2015|Yuan weakness may raise steel imports from China:Tata Steel|8.06 am
11 Aug 2015|Tata Steel sells 2.18% stake in Titan to Tata Sons|9.45 pm
11 Aug 2015|Import stress may rise after yuan devaluation: Tata Steel|8.16 pm
11 Aug 2015|See further corrections in Tata Steel below Rs 245: LKP Sec|4.15 pm
11 Aug 2015|Tata Steel Q1 profit beats street, up 2-fold to Rs 763 cr|3.39 pm
11 Aug 2015|Tata Steel may post Q1 loss Rs 440 cr on lower realisation|10.05 am
06 Aug 2015|Tata Steel's iron ore dispatch in Jharkhand takes a hit|12.05 pm
05 Aug 2015|Talks with Klesch Group discontinued: Tata Steel|10.00 pm
05 Aug 2015|Tata Sons to acquire 2.18% stake in Titan for Rs 680 crore|4.04 pm
05 Aug 2015|Go long in Bharti Airtel, avoid Tata Steel: Sukhani|11.05 am
04 Aug 2015|Tata Steel completes UK business move|5.46 pm
04 Aug 2015|India to be active on M&A in steel, mine: ArcelorMittal |3.39 pm
04 Aug 2015|Adhunik appoints Mohanlal as Group CEO|3.39 pm
03 Aug 2015|Buy Tata Steel, target Rs 270-274: Sameet Chavan|2.31 pm
28 Jul 2015|Tata Steel, Hindalco good selling opportunities: MOST|9.29 am
27 Jul 2015|Sell Vedanta, Hindalco, Tata Steel: Sudarshan Sukhani|4.20 pm
23 Jul 2015|Tata Power to raise generation capacity to 18,000 MW|8.36 pm
22 Jul 2015|Tata Sponge Q1 net down 83.98% at Rs 7.09 crore|11.30 am
22 Jul 2015|Short Tata Steel, Vedanta: Sudarshan Sukhani|9.30 am
21 Jul 2015|Tata Steel's AGM on August 12, 2015|3.45 pm
21 Jul 2015|Positive on Ashok Leyland, buy Tata Steel 270 Put: Taparia|1.34 pm
20 Jul 2015|Tata Steel to raise Rs 10k cr; may 'right-size' assets|9.54 pm
20 Jul 2015|Exit Tata Steel, prefer OMCs, pharma stocks: Vishal Malkan|3.33 pm
20 Jul 2015|Federal Bank Q1 shows steel loans a ticking bomb for banks|1.17 pm
18 Jul 2015|Tirthankar Patnaik negative on steel, cement, PSU banks|2.32 pm
16 Jul 2015|Tata Steel plans to trim 720 jobs in UK; rejig biz strategy|7.08 pm
15 Jul 2015|Pension dispute at Tata Steel UK ends|10.24 pm
14 Jul 2015|Buy Tata Steel 280 Put, says Chandan Taparia|3.45 pm
10 Jul 2015|Sell Tata Steel, stock in clear downtrend: Rajat Bose|10.17 am
10 Jul 2015|Tata Steel Q1 hot metal output up 2.4% at 2.59 MT|9.59 am
08 Jul 2015|Q1 earnings to be tepid; analysts pick best & worst sectors|12.34 pm
06 Jul 2015|Sell Tata Steel, advises Sudarshan Sukhani|10.20 am
03 Jul 2015|Sell Tata Steel July futures, target Rs 290: Subramanyam|1.01 pm
29 Jun 2015|Accumulate Tata Steel, advises Ambareesh Baliga|4.32 pm
29 Jun 2015|Sell Tata Steel, target Rs 260: Pritesh Mehta|2.37 pm
29 Jun 2015|See lower levels in Tata Steel, says Sudarshan Sukhani|11.23 am
23 Jun 2015|Prefer Tata Steel: IV Subramaniam|2.58 pm
22 Jun 2015|'Higher import duty to ease pressure on steel prices'|5.10 pm
22 Jun 2015|Enter Tata Steel at around Rs 300, says Kunal Bothra|3.33 pm
22 Jun 2015|UK unions suspend strike at Tata Steel after new offer|2.44 pm
20 Jun 2015|UK Unions' decision recognises deficit pension fund: Tata|3.50 pm
18 Jun 2015|Buy Tata Steel July series 310 Call: Gaurav Bissa|1.13 pm
17 Jun 2015|Buy Tata Steel; target Rs 330: Mayuresh Joshi|4.05 pm
17 Jun 2015|Govt hikes import duty on steel products to stop China dump|1.17 pm
17 Jun 2015|Pick Tata Steel 290 Put: Chandan Taparia|11.33 am
17 Jun 2015|Industrial action suspended at Tata Steel UK plant: Unions|9.09 am
16 Jun 2015|Go long in Tata Steel, says Siddarth Bhamre|11.15 am
11 Jun 2015|Tata Steel Europe Head meets British MPs over union trouble|5.22 pm
10 Jun 2015|Tata Steel hasn't 'reciprocated' to talks: UK MP on strike|9.47 pm
09 Jun 2015|No formal notice from unions on strike: Tata Steel|5.29 pm
09 Jun 2015|Hold Tata Steel, advises Ashu Madan|3.22 pm
09 Jun 2015|Top buzzing midcap stocks to trade on June 9|1.21 pm
09 Jun 2015|Merger with Cairn will be good for Vedanta: Sunidhi|11.48 am
08 Jun 2015|'Still open for meaningful discussions with Tata Steel'|8.25 pm
08 Jun 2015|Unions plan strike on June 22 at Tata Steel in Britain: GMB|7.36 pm
05 Jun 2015|Workers at fourth Tata Steel UK union vote to strike|10.05 pm
05 Jun 2015|Buy Tata Steel: Nooresh Merani|3.29 pm
04 Jun 2015|Accumulate Tata Steel on declines: Mayuresh Joshi|4.14 pm
04 Jun 2015|Stay invested in Tata Steel: Nooresh Merani|3.34 pm
04 Jun 2015|Top buzzing midcap stocks to trade on June 4|1.32 pm
04 Jun 2015|Tata Steel can fall below Rs 300: Ambareesh Baliga|11.39 am
04 Jun 2015|Sell Tata Steel, may head lower: Sudarshan Sukhani|9.30 am
01 Jun 2015|Buy Tata Steel on dips: Ambareesh Baliga|4.18 pm
27 May 2015|'Modi govt more Dravid than Sehwag and I'm happy for that'|9.20 am
25 May 2015|Buy Tata Steel; target of Rs 400: ICICIdirect|4.26 pm
21 May 2015|Look at Tata Steel, says Taher Badshah|4.21 pm
21 May 2015|Hold Tata Steel; target Rs 410: Sharmila Joshi|3.32 pm
21 May 2015|Exit Tata Steel, says Sudarshan Sukhani|11.46 am
21 May 2015|Tata Steel's margins to improve hereon: IIFL|10.09 am
21 May 2015|Buy Tata Steel at around Rs 310-320: Ambareesh Baliga|10.06 am
21 May 2015|Tata Steel trims capex by 25% to Rs 10,000-cr this fiscal|7.58 am
20 May 2015|Tata Steel Q4 net loss at Rs 5674 cr, revenue drags|5.47 pm
20 May 2015|Buy Tata Steel, advises Sudarshan Sukhani|11.13 am
20 May 2015|Sell Tata Steel Put at around 330-340 strikes: Amit Trivedi|10.49 am
19 May 2015|Tata Steel Q4 net seen down 87%, global demand to drag vol|5.02 pm
19 May 2015|Buy RIL, Tata Steel, Adani Port: Rahul Mohindar|2.45 pm
15 May 2015|Buy Kotak Mahindra Bank, Tata Steel, Bajaj Auto: Mohindar|2.47 pm
15 May 2015|Top buzzing midcap stocks to trade on May 15|12.40 pm
12 May 2015|Sell Tata Steel at around Rs 365-368: Krish Subramanyam|1.48 pm
11 May 2015|Buy Vedanta, Tata Steel, Hindalco Industries: Sukhani|11.29 am
07 May 2015|Buy Tata Steel, SAIL, Vedanta: Vishal Malkan|2.08 pm
06 May 2015|Bullish on Tata Steel, JSW Steel: Chintan Mehta|12.42 pm
06 May 2015|Go long in Tata Steel, short Nifty: Amit Gupta|11.04 am
06 May 2015|Buy Tata Steel, Hindalco Industries: Sudarshan Sukhani|9.28 am
05 May 2015|Urbanising India best bet for Chinese steel|11.39 am
30 Apr 2015|Buy Tata Steel, Rain Industries: Rajat Bose|3.18 pm
29 Apr 2015|Buy Tata Steel 370 Call: Chandan Taparia|2.04 pm
29 Apr 2015|Tata Steel may test Rs 395-398, says Amit Gupta|10.04 am
29 Apr 2015|Buy Tata Steel, advises Sudarshan Sukhani|10.02 am
24 Apr 2015|Buy Tata Steel at around Rs 360-365: CK Narayan|12.17 pm
24 Apr 2015|Buy Tata Steel 370 Call, says VK Sharma|11.39 am
23 Apr 2015|Buy Vedanta, Tata Steel: Sudarshan Sukhani|4.29 pm
